['0', 'component', 'state', 'change:', 'component', '\\042scsi-wwid:01000010:6005-08b4-0001-00c6-0006-3000-003d-0000\\042', 'is', 'in', 'the', 'unavailable', 'state', '(hwid', '1973)', ['component', 'state', 'change:', 'component', ' <*>', 'is', 'in', 'the', 'unavailable', 'state', '(hwid', ' <*>'], 'E0']
['1', 'component', 'state', 'change:', 'component', '\\042alt0\\042', 'is', 'in', 'the', 'unavailable', 'state', '(hwid', '3180)', ['component', 'state', 'change:', 'component', ' <*>', 'is', 'in', 'the', 'unavailable', 'state', '(hwid', ' <*>'], 'E0']
['2', 'component', 'state', 'change:', 'component', '\\042alt0\\042', 'is', 'in', 'the', 'unavailable', 'state', '(hwid', '5089)', ['component', 'state', 'change:', 'component', ' <*>', 'is', 'in', 'the', 'unavailable', 'state', '(hwid', ' <*>'], 'E0']
['3', 'component', 'state', 'change:', 'component', '\\042alt0\\042', 'is', 'in', 'the', 'unavailable', 'state', '(hwid', '4088)', ['component', 'state', 'change:', 'component', ' <*>', 'is', 'in', 'the', 'unavailable', 'state', '(hwid', ' <*>'], 'E0']
['4', 'component', 'state', 'change:', 'component', '\\042alt0\\042', 'is', 'in', 'the', 'unavailable', 'state', '(hwid', '2538)', ['component', 'state', 'change:', 'component', ' <*>', 'is', 'in', 'the', 'unavailable', 'state', '(hwid', ' <*>'], 'E0']
['5', 'component', 'state', 'change:', 'component', '\\042alt0\\042', 'is', 'in', 'the', 'unavailable', 'state', '(hwid', '2480)', ['component', 'state', 'change:', 'component', ' <*>', 'is', 'in', 'the', 'unavailable', 'state', '(hwid', ' <*>'], 'E0']
['6', 'component', 'state', 'change:', 'component', '\\042alt0\\042', 'is', 'in', 'the', 'unavailable', 'state', '(hwid', '3713)', ['component', 'state', 'change:', 'component', ' <*>', 'is', 'in', 'the', 'unavailable', 'state', '(hwid', ' <*>'], 'E0']
['7', 'component', 'state', 'change:', 'component', '\\042alt0\\042', 'is', 'in', 'the', 'unavailable', 'state', '(hwid', '3891)', ['component', 'state', 'change:', 'component', ' <*>', 'is', 'in', 'the', 'unavailable', 'state', '(hwid', ' <*>'], 'E0']
['8', 'component', 'state', 'change:', 'component', '\\042alt0\\042', 'is', 'in', 'the', 'unavailable', 'state', '(hwid', '2478)', ['component', 'state', 'change:', 'component', ' <*>', 'is', 'in', 'the', 'unavailable', 'state', '(hwid', ' <*>'], 'E0']
['9', 'component', 'state', 'change:', 'component', '\\042alt0\\042', 'is', 'in', 'the', 'unavailable', 'state', '(hwid', '2969)', ['component', 'state', 'change:', 'component', ' <*>', 'is', 'in', 'the', 'unavailable', 'state', '(hwid', ' <*>'], 'E0']
['10', 'component', 'state', 'change:', 'component', '\\042alt0\\042', 'is', 'in', 'the', 'unavailable', 'state', '(hwid', '4159)', ['component', 'state', 'change:', 'component', ' <*>', 'is', 'in', 'the', 'unavailable', 'state', '(hwid', ' <*>'], 'E0']
['11', 'component', 'state', 'change:', 'component', '\\042alt0\\042', 'is', 'in', 'the', 'unavailable', 'state', '(hwid', '2608)', ['component', 'state', 'change:', 'component', ' <*>', 'is', 'in', 'the', 'unavailable', 'state', '(hwid', ' <*>'], 'E0']
['12', 'clusteraddmember', '(command', '1902)', ['clusteraddmember', '(command', ' <*>'], 'E1']
['202', 'clusterfilesystem:', 'there', 'is', 'no', 'server', 'for', 'serverfilesystem', 'domain', 'storage142', ['clusterfilesystem:', 'there', 'is', 'no', 'server', 'for', 'serverfilesystem', 'domain', ' <*>'], 'E22']
['203', 'clusterfilesystem:', 'there', 'is', 'no', 'server', 'for', 'serverfilesystem', 'domain', 'storage742', ['clusterfilesystem:', 'there', 'is', 'no', 'server', 'for', 'serverfilesystem', 'domain', ' <*>'], 'E22']
['204', 'clusterfilesystem:', 'there', 'is', 'no', 'server', 'for', 'serverfilesystem', 'domain', 'storage1231', ['clusterfilesystem:', 'there', 'is', 'no', 'server', 'for', 'serverfilesystem', 'domain', ' <*>'], 'E22']
['205', 'clusterfilesystem:', 'there', 'is', 'no', 'server', 'for', 'serverfilesystem', 'domain', 'storage1311', ['clusterfilesystem:', 'there', 'is', 'no', 'server', 'for', 'serverfilesystem', 'domain', ' <*>'], 'E22']
['206', 'clusterfilesystem:', 'there', 'is', 'no', 'server', 'for', 'serverfilesystem', 'domain', 'storage411', ['clusterfilesystem:', 'there', 'is', 'no', 'server', 'for', 'serverfilesystem', 'domain', ' <*>'], 'E22']
['207', 'clusterfilesystem:', 'there', 'is', 'no', 'server', 'for', 'serverfilesystem', 'domain', 'storage132', ['clusterfilesystem:', 'there', 'is', 'no', 'server', 'for', 'serverfilesystem', 'domain', ' <*>'], 'E22']
['208', 'clusterfilesystem:', 'there', 'is', 'no', 'server', 'for', 'serverfilesystem', 'domain', 'storage832', ['clusterfilesystem:', 'there', 'is', 'no', 'server', 'for', 'serverfilesystem', 'domain', ' <*>'], 'E22']
['209', 'clusterfilesystem:', 'there', 'is', 'no', 'server', 'for', 'serverfilesystem', 'domain', 'storage531', ['clusterfilesystem:', 'there', 'is', 'no', 'server', 'for', 'serverfilesystem', 'domain', ' <*>'], 'E22']
['210', 'clusterfilesystem:', 'there', 'is', 'no', 'server', 'for', 'serverfilesystem', 'domain', 'storage321', ['clusterfilesystem:', 'there', 'is', 'no', 'server', 'for', 'serverfilesystem', 'domain', ' <*>'], 'E22']
['213', 'serverfilesystem:', 'an', 'serverfilesystem', 'domain', 'panic', 'has', 'occurred', 'on', 'storage442', ['serverfilesystem:', 'an', 'serverfilesystem', 'domain', 'panic', 'has', 'occurred', 'on', 'storage442'], 'E23']
['211', 'niff:', 'node', 'node-69', 'detected', 'a', 'failed', 'network', 'connection', 'on', 'network', '5.5.224.0', 'via', 'interface', 'alt0', ['niff:', 'node', ' <*>', 'detected', 'a', 'failed', 'network', 'connection', 'on', 'network', '5.5.224.0', 'via', 'interface', 'alt0'], 'E24']
['212', 'niff:', 'node', 'node-162', 'detected', 'a', 'failed', 'network', 'connection', 'on', 'network', '5.5.224.0', 'via', 'interface', 'alt0', ['niff:', 'node', ' <*>', 'detected', 'a', 'failed', 'network', 'connection', 'on', 'network', '5.5.224.0', 'via', 'interface', 'alt0'], 'E24']
['401', 'inconsistent', 'nodesets', 'node-160', '0x0001edfe', '<ok>', 'node-161', '0x1001fdfe', '<ok>', 'node-162', '0x1001fdfe', '<ok>', 'node-163', '0x1001fdfe', '<ok>', ['inconsistent', 'nodesets', ' <*>', ' <*>', '<ok>', ' <*>', ' <*>', '<ok>', ' <*>', ' <*>', '<ok>', ' <*>', ' <*>', '<ok>'], 'E25']
['428', 'inconsistent', 'nodesets', 'node-32', '0x00000002', '<ok>', 'node-34', '0x000001fe', '<ok>', 'node-33', '0x000001fe', '<ok>', 'node-35', '0x000001fe', '<ok>', ['inconsistent', 'nodesets', ' <*>', ' <*>', '<ok>', ' <*>', ' <*>', '<ok>', ' <*>', ' <*>', '<ok>', ' <*>', ' <*>', '<ok>'], 'E25']
['1458', 'risboot', '(command', '1903)', 'error:', 'timed', 'out', 'while', 'waiting', 'for', 'srm', 'prompt:', '<abort', 'code', 'completed>', ['risboot', '(command', '1903)', 'error:', 'timed', 'out', 'while', 'waiting', 'for', 'srm', 'prompt:', '<abort', 'code', 'completed>'], 'E26']
['214', 'fan', 'speeds', '(', '3552', '3534', '3375', '**', '**', '3515', '3479', ')', ['fan', 'speeds', '(', ' <*>', ' <*>', ' <*>', '**', '**', ' <*>', ' <*>', ')'], 'E27']
['215', 'fan', 'speeds', '(', '3552', '3534', '3375', '**', '**', '3515', '3479', ')', ['fan', 'speeds', '(', ' <*>', ' <*>', ' <*>', '**', '**', ' <*>', ' <*>', ')'], 'E27']
['216', 'fan', 'speeds', '(', '3552', '3534', '3375', '**', '**', '3515', '3479', ')', ['fan', 'speeds', '(', ' <*>', ' <*>', ' <*>', '**', '**', ' <*>', ' <*>', ')'], 'E27']
['217', 'fan', 'speeds', '(', '3552', '3534', '3375', '**', '**', '3515', '3479', ')', ['fan', 'speeds', '(', ' <*>', ' <*>', ' <*>', '**', '**', ' <*>', ' <*>', ')'], 'E27']
['219', 'fan', 'speeds', '(', '3552', '3534', '3375', '**', '**', '3515', '3479', ')', ['fan', 'speeds', '(', ' <*>', ' <*>', ' <*>', '**', '**', ' <*>', ' <*>', ')'], 'E27']
['221', 'fan', 'speeds', '(', '3552', '3534', '3375', '**', '**', '3515', '3479', ')', ['fan', 'speeds', '(', ' <*>', ' <*>', ' <*>', '**', '**', ' <*>', ' <*>', ')'], 'E27']
['222', 'fan', 'speeds', '(', '3552', '3534', '3375', '**', '**', '3515', '3479', ')', ['fan', 'speeds', '(', ' <*>', ' <*>', ' <*>', '**', '**', ' <*>', ' <*>', ')'], 'E27']
['224', 'fan', 'speeds', '(', '3552', '3534', '3375', '**', '**', '3515', '3479', ')', ['fan', 'speeds', '(', ' <*>', ' <*>', ' <*>', '**', '**', ' <*>', ' <*>', ')'], 'E27']
['225', 'fan', 'speeds', '(', '3552', '3534', '3375', '**', '**', '3515', '3479', ')', ['fan', 'speeds', '(', ' <*>', ' <*>', ' <*>', '**', '**', ' <*>', ' <*>', ')'], 'E27']
['226', 'fan', 'speeds', '(', '3552', '3534', '3375', '**', '**', '3515', '3479', ')', ['fan', 'speeds', '(', ' <*>', ' <*>', ' <*>', '**', '**', ' <*>', ' <*>', ')'], 'E27']
['228', 'fan', 'speeds', '(', '3552', '3534', '3375', '**', '**', '3515', '3479', ')', ['fan', 'speeds', '(', ' <*>', ' <*>', ' <*>', '**', '**', ' <*>', ' <*>', ')'], 'E27']
['229', 'fan', 'speeds', '(', '3552', '3534', '3375', '**', '**', '3515', '3479', ')', ['fan', 'speeds', '(', ' <*>', ' <*>', ' <*>', '**', '**', ' <*>', ' <*>', ')'], 'E27']
['230', 'fan', 'speeds', '(', '3552', '3534', '3375', '**', '**', '3515', '3479', ')', ['fan', 'speeds', '(', ' <*>', ' <*>', ' <*>', '**', '**', ' <*>', ' <*>', ')'], 'E27']
['231', 'fan', 'speeds', '(', '3552', '3534', '3375', '**', '**', '3515', '3479', ')', ['fan', 'speeds', '(', ' <*>', ' <*>', ' <*>', '**', '**', ' <*>', ' <*>', ')'], 'E27']
['232', 'fan', 'speeds', '(', '3552', '3534', '3375', '**', '**', '3515', '3479', ')', ['fan', 'speeds', '(', ' <*>', ' <*>', ' <*>', '**', '**', ' <*>', ' <*>', ')'], 'E27']
['233', 'fan', 'speeds', '(', '3552', '3534', '3375', '**', '**', '3515', '3479', ')', ['fan', 'speeds', '(', ' <*>', ' <*>', ' <*>', '**', '**', ' <*>', ' <*>', ')'], 'E27']
['234', 'fan', 'speeds', '(', '3552', '3534', '3375', '**', '**', '3515', '3479', ')', ['fan', 'speeds', '(', ' <*>', ' <*>', ' <*>', '**', '**', ' <*>', ' <*>', ')'], 'E27']
['235', 'fan', 'speeds', '(', '3552', '3534', '3375', '**', '**', '3515', '3479', ')', ['fan', 'speeds', '(', ' <*>', ' <*>', ' <*>', '**', '**', ' <*>', ' <*>', ')'], 'E27']
['236', 'fan', 'speeds', '(', '3552', '3534', '3375', '**', '**', '3515', '3479', ')', ['fan', 'speeds', '(', ' <*>', ' <*>', ' <*>', '**', '**', ' <*>', ' <*>', ')'], 'E27']
['237', 'fan', 'speeds', '(', '3552', '3534', '3375', '**', '**', '3515', '3479', ')', ['fan', 'speeds', '(', ' <*>', ' <*>', ' <*>', '**', '**', ' <*>', ' <*>', ')'], 'E27']
['238', 'fan', 'speeds', '(', '3552', '3534', '3375', '**', '**', '3515', '3479', ')', ['fan', 'speeds', '(', ' <*>', ' <*>', ' <*>', '**', '**', ' <*>', ' <*>', ')'], 'E27']
['239', 'fan', 'speeds', '(', '3552', '3534', '3375', '**', '**', '3515', '3479', ')', ['fan', 'speeds', '(', ' <*>', ' <*>', ' <*>', '**', '**', ' <*>', ' <*>', ')'], 'E27']
['240', 'fan', 'speeds', '(', '3552', '3534', '3375', '**', '**', '3515', '3479', ')', ['fan', 'speeds', '(', ' <*>', ' <*>', ' <*>', '**', '**', ' <*>', ' <*>', ')'], 'E27']
['241', 'fan', 'speeds', '(', '3552', '3534', '3375', '**', '**', '3515', '3479', ')', ['fan', 'speeds', '(', ' <*>', ' <*>', ' <*>', '**', '**', ' <*>', ' <*>', ')'], 'E27']
['242', 'fan', 'speeds', '(', '3552', '3534', '3375', '**', '**', '3515', '3479', ')', ['fan', 'speeds', '(', ' <*>', ' <*>', ' <*>', '**', '**', ' <*>', ' <*>', ')'], 'E27']
['243', 'fan', 'speeds', '(', '3552', '3534', '3375', '**', '**', '3515', '3479', ')', ['fan', 'speeds', '(', ' <*>', ' <*>', ' <*>', '**', '**', ' <*>', ' <*>', ')'], 'E27']
['244', 'fan', 'speeds', '(', '3552', '3534', '3375', '**', '**', '3515', '3479', ')', ['fan', 'speeds', '(', ' <*>', ' <*>', ' <*>', '**', '**', ' <*>', ' <*>', ')'], 'E27']
['245', 'fan', 'speeds', '(', '3552', '3534', '3375', '**', '**', '3515', '3479', ')', ['fan', 'speeds', '(', ' <*>', ' <*>', ' <*>', '**', '**', ' <*>', ' <*>', ')'], 'E27']
['246', 'fan', 'speeds', '(', '3552', '3534', '3375', '**', '**', '3515', '3479', ')', ['fan', 'speeds', '(', ' <*>', ' <*>', ' <*>', '**', '**', ' <*>', ' <*>', ')'], 'E27']
['247', 'fan', 'speeds', '(', '3552', '3534', '3375', '**', '**', '3515', '3479', ')', ['fan', 'speeds', '(', ' <*>', ' <*>', ' <*>', '**', '**', ' <*>', ' <*>', ')'], 'E27']
['248', 'fan', 'speeds', '(', '3552', '3534', '3375', '**', '**', '3515', '3479', ')', ['fan', 'speeds', '(', ' <*>', ' <*>', ' <*>', '**', '**', ' <*>', ' <*>', ')'], 'E27']
['249', 'fan', 'speeds', '(', '3552', '3534', '3375', '**', '**', '3515', '3479', ')', ['fan', 'speeds', '(', ' <*>', ' <*>', ' <*>', '**', '**', ' <*>', ' <*>', ')'], 'E27']
['250', 'fan', 'speeds', '(', '3552', '3534', '3375', '**', '**', '3515', '3479', ')', ['fan', 'speeds', '(', ' <*>', ' <*>', ' <*>', '**', '**', ' <*>', ' <*>', ')'], 'E27']
['251', 'fan', 'speeds', '(', '3552', '3534', '3375', '**', '**', '3515', '3479', ')', ['fan', 'speeds', '(', ' <*>', ' <*>', ' <*>', '**', '**', ' <*>', ' <*>', ')'], 'E27']
['253', 'fan', 'speeds', '(', '3552', '3534', '3375', '**', '**', '3515', '3479', ')', ['fan', 'speeds', '(', ' <*>', ' <*>', ' <*>', '**', '**', ' <*>', ' <*>', ')'], 'E27']
['254', 'fan', 'speeds', '(', '3552', '3534', '3375', '**', '**', '3515', '3479', ')', ['fan', 'speeds', '(', ' <*>', ' <*>', ' <*>', '**', '**', ' <*>', ' <*>', ')'], 'E27']
['255', 'fan', 'speeds', '(', '3552', '3534', '3375', '**', '**', '3515', '3479', ')', ['fan', 'speeds', '(', ' <*>', ' <*>', ' <*>', '**', '**', ' <*>', ' <*>', ')'], 'E27']
['256', 'fan', 'speeds', '(', '3552', '3534', '3375', '**', '**', '3515', '3479', ')', ['fan', 'speeds', '(', ' <*>', ' <*>', ' <*>', '**', '**', ' <*>', ' <*>', ')'], 'E27']
['257', 'fan', 'speeds', '(', '3552', '3534', '3375', '**', '**', '3515', '3479', ')', ['fan', 'speeds', '(', ' <*>', ' <*>', ' <*>', '**', '**', ' <*>', ' <*>', ')'], 'E27']
['258', 'fan', 'speeds', '(', '3552', '3534', '3375', '**', '**', '3515', '3479', ')', ['fan', 'speeds', '(', ' <*>', ' <*>', ' <*>', '**', '**', ' <*>', ' <*>', ')'], 'E27']
['259', 'fan', 'speeds', '(', '3552', '3534', '3375', '**', '**', '3515', '3479', ')', ['fan', 'speeds', '(', ' <*>', ' <*>', ' <*>', '**', '**', ' <*>', ' <*>', ')'], 'E27']
['260', 'fan', 'speeds', '(', '3552', '3534', '3375', '**', '**', '3515', '3479', ')', ['fan', 'speeds', '(', ' <*>', ' <*>', ' <*>', '**', '**', ' <*>', ' <*>', ')'], 'E27']
['261', 'fan', 'speeds', '(', '3552', '3534', '3375', '**', '**', '3515', '3479', ')', ['fan', 'speeds', '(', ' <*>', ' <*>', ' <*>', '**', '**', ' <*>', ' <*>', ')'], 'E27']
['262', 'fan', 'speeds', '(', '3552', '3534', '3375', '**', '**', '3515', '3479', ')', ['fan', 'speeds', '(', ' <*>', ' <*>', ' <*>', '**', '**', ' <*>', ' <*>', ')'], 'E27']
['263', 'fan', 'speeds', '(', '3552', '3534', '3375', '**', '**', '3515', '3479', ')', ['fan', 'speeds', '(', ' <*>', ' <*>', ' <*>', '**', '**', ' <*>', ' <*>', ')'], 'E27']
['264', 'fan', 'speeds', '(', '3552', '3534', '3375', '**', '**', '3515', '3479', ')', ['fan', 'speeds', '(', ' <*>', ' <*>', ' <*>', '**', '**', ' <*>', ' <*>', ')'], 'E27']
['265', 'fan', 'speeds', '(', '3552', '3534', '3375', '**', '**', '3515', '3479', ')', ['fan', 'speeds', '(', ' <*>', ' <*>', ' <*>', '**', '**', ' <*>', ' <*>', ')'], 'E27']
['267', 'fan', 'speeds', '(', '3552', '3534', '3375', '**', '**', '3515', '3479', ')', ['fan', 'speeds', '(', ' <*>', ' <*>', ' <*>', '**', '**', ' <*>', ' <*>', ')'], 'E27']
['268', 'fan', 'speeds', '(', '3552', '3534', '3375', '**', '**', '3515', '3479', ')', ['fan', 'speeds', '(', ' <*>', ' <*>', ' <*>', '**', '**', ' <*>', ' <*>', ')'], 'E27']
['269', 'fan', 'speeds', '(', '3552', '3534', '3375', '**', '**', '3515', '3479', ')', ['fan', 'speeds', '(', ' <*>', ' <*>', ' <*>', '**', '**', ' <*>', ' <*>', ')'], 'E27']
['270', 'fan', 'speeds', '(', '3552', '3534', '3375', '**', '**', '3515', '3479', ')', ['fan', 'speeds', '(', ' <*>', ' <*>', ' <*>', '**', '**', ' <*>', ' <*>', ')'], 'E27']
['272', 'fan', 'speeds', '(', '3552', '3534', '3375', '**', '**', '3515', '3479', ')', ['fan', 'speeds', '(', ' <*>', ' <*>', ' <*>', '**', '**', ' <*>', ' <*>', ')'], 'E27']
['273', 'fan', 'speeds', '(', '3552', '3534', '3391', '**', '**', '3515', '3479', ')', ['fan', 'speeds', '(', ' <*>', ' <*>', ' <*>', '**', '**', ' <*>', ' <*>', ')'], 'E27']
['274', 'fan', 'speeds', '(', '3552', '3534', '3391', '**', '**', '3515', '3479', ')', ['fan', 'speeds', '(', ' <*>', ' <*>', ' <*>', '**', '**', ' <*>', ' <*>', ')'], 'E27']
['275', 'fan', 'speeds', '(', '3552', '3534', '3391', '**', '**', '3515', '3479', ')', ['fan', 'speeds', '(', ' <*>', ' <*>', ' <*>', '**', '**', ' <*>', ' <*>', ')'], 'E27']
['276', 'fan', 'speeds', '(', '3552', '3534', '3391', '**', '**', '3515', '3479', ')', ['fan', 'speeds', '(', ' <*>', ' <*>', ' <*>', '**', '**', ' <*>', ' <*>', ')'], 'E27']
['277', 'fan', 'speeds', '(', '3552', '3534', '3391', '**', '**', '3515', '3479', ')', ['fan', 'speeds', '(', ' <*>', ' <*>', ' <*>', '**', '**', ' <*>', ' <*>', ')'], 'E27']
['278', 'fan', 'speeds', '(', '3552', '3534', '3391', '**', '**', '3515', '3479', ')', ['fan', 'speeds', '(', ' <*>', ' <*>', ' <*>', '**', '**', ' <*>', ' <*>', ')'], 'E27']
['279', 'fan', 'speeds', '(', '3552', '3534', '3391', '**', '**', '3515', '3479', ')', ['fan', 'speeds', '(', ' <*>', ' <*>', ' <*>', '**', '**', ' <*>', ' <*>', ')'], 'E27']
['280', 'fan', 'speeds', '(', '3552', '3534', '3391', '**', '**', '3515', '3479', ')', ['fan', 'speeds', '(', ' <*>', ' <*>', ' <*>', '**', '**', ' <*>', ' <*>', ')'], 'E27']
['281', 'fan', 'speeds', '(', '3552', '3534', '3391', '**', '**', '3515', '3479', ')', ['fan', 'speeds', '(', ' <*>', ' <*>', ' <*>', '**', '**', ' <*>', ' <*>', ')'], 'E27']
['282', 'fan', 'speeds', '(', '3552', '3534', '3391', '**', '**', '3515', '3479', ')', ['fan', 'speeds', '(', ' <*>', ' <*>', ' <*>', '**', '**', ' <*>', ' <*>', ')'], 'E27']
['283', 'fan', 'speeds', '(', '3552', '3534', '3391', '**', '**', '3515', '3479', ')', ['fan', 'speeds', '(', ' <*>', ' <*>', ' <*>', '**', '**', ' <*>', ' <*>', ')'], 'E27']
['284', 'fan', 'speeds', '(', '3552', '3534', '3391', '**', '**', '3515', '3479', ')', ['fan', 'speeds', '(', ' <*>', ' <*>', ' <*>', '**', '**', ' <*>', ' <*>', ')'], 'E27']
['286', 'fan', 'speeds', '(', '3552', '3534', '3391', '**', '**', '3515', '3479', ')', ['fan', 'speeds', '(', ' <*>', ' <*>', ' <*>', '**', '**', ' <*>', ' <*>', ')'], 'E27']
['287', 'fan', 'speeds', '(', '3552', '3534', '3391', '**', '**', '3515', '3479', ')', ['fan', 'speeds', '(', ' <*>', ' <*>', ' <*>', '**', '**', ' <*>', ' <*>', ')'], 'E27']
['288', 'fan', 'speeds', '(', '3552', '3534', '3391', '**', '**', '3515', '3479', ')', ['fan', 'speeds', '(', ' <*>', ' <*>', ' <*>', '**', '**', ' <*>', ' <*>', ')'], 'E27']
['289', 'fan', 'speeds', '(', '3552', '3552', '3391', '**', '**', '3515', '3497', ')', ['fan', 'speeds', '(', ' <*>', ' <*>', ' <*>', '**', '**', ' <*>', ' <*>', ')'], 'E27']
['290', 'fan', 'speeds', '(', '3552', '3552', '3391', '**', '**', '3515', '3497', ')', ['fan', 'speeds', '(', ' <*>', ' <*>', ' <*>', '**', '**', ' <*>', ' <*>', ')'], 'E27']
['291', 'fan', 'speeds', '(', '3534', '3534', '3375', '**', '**', '3497', '3479', ')', ['fan', 'speeds', '(', ' <*>', ' <*>', ' <*>', '**', '**', ' <*>', ' <*>', ')'], 'E27']
['292', 'fan', 'speeds', '(', '3534', '3534', '3375', '**', '**', '3497', '3479', ')', ['fan', 'speeds', '(', ' <*>', ' <*>', ' <*>', '**', '**', ' <*>', ' <*>', ')'], 'E27']
['295', 'fan', 'speeds', '(', '3534', '3534', '3375', '**', '**', '3497', '3479', ')', ['fan', 'speeds', '(', ' <*>', ' <*>', ' <*>', '**', '**', ' <*>', ' <*>', ')'], 'E27']
['296', 'fan', 'speeds', '(', '3534', '3534', '3375', '**', '**', '3497', '3479', ')', ['fan', 'speeds', '(', ' <*>', ' <*>', ' <*>', '**', '**', ' <*>', ' <*>', ')'], 'E27']
['297', 'fan', 'speeds', '(', '3534', '3534', '3375', '**', '**', '3497', '3479', ')', ['fan', 'speeds', '(', ' <*>', ' <*>', ' <*>', '**', '**', ' <*>', ' <*>', ')'], 'E27']
['298', 'fan', 'speeds', '(', '3534', '3534', '3375', '**', '**', '3497', '3479', ')', ['fan', 'speeds', '(', ' <*>', ' <*>', ' <*>', '**', '**', ' <*>', ' <*>', ')'], 'E27']
['299', 'fan', 'speeds', '(', '3534', '3534', '3375', '**', '**', '3497', '3479', ')', ['fan', 'speeds', '(', ' <*>', ' <*>', ' <*>', '**', '**', ' <*>', ' <*>', ')'], 'E27']
['301', 'fan', 'speeds', '(', '3534', '3534', '3375', '**', '**', '3497', '3479', ')', ['fan', 'speeds', '(', ' <*>', ' <*>', ' <*>', '**', '**', ' <*>', ' <*>', ')'], 'E27']
['302', 'fan', 'speeds', '(', '3534', '3534', '3375', '**', '**', '3497', '3479', ')', ['fan', 'speeds', '(', ' <*>', ' <*>', ' <*>', '**', '**', ' <*>', ' <*>', ')'], 'E27']
['303', 'fan', 'speeds', '(', '3534', '3534', '3375', '**', '**', '3497', '3479', ')', ['fan', 'speeds', '(', ' <*>', ' <*>', ' <*>', '**', '**', ' <*>', ' <*>', ')'], 'E27']
['334', 'clusterfilesystem:', 'serverfilesystem', 'domain', 'cluster_root_backup', 'is', 'no', 'longer', 'served', 'by', 'node', 'node-96', ['clusterfilesystem:', 'serverfilesystem', 'domain', ' <*>', 'is', 'no', 'longer', 'served', 'by', 'node', ' <*>'], 'E28']
['335', 'clusterfilesystem:', 'serverfilesystem', 'domain', 'root_domain', 'is', 'no', 'longer', 'served', 'by', 'node', 'node-160', ['clusterfilesystem:', 'serverfilesystem', 'domain', ' <*>', 'is', 'no', 'longer', 'served', 'by', 'node', ' <*>'], 'E28']
['336', 'clusterfilesystem:', 'serverfilesystem', 'domain', 'root3_domain', 'is', 'no', 'longer', 'served', 'by', 'node', 'node-128', ['clusterfilesystem:', 'serverfilesystem', 'domain', ' <*>', 'is', 'no', 'longer', 'served', 'by', 'node', ' <*>'], 'E28']
['337', 'clusterfilesystem:', 'serverfilesystem', 'domain', 'root9_domain', 'is', 'no', 'longer', 'served', 'by', 'node', 'node-224', ['clusterfilesystem:', 'serverfilesystem', 'domain', ' <*>', 'is', 'no', 'longer', 'served', 'by', 'node', ' <*>'], 'E28']
['338', 'clusterfilesystem:', 'serverfilesystem', 'domain', 'root10_domain', 'is', 'no', 'longer', 'served', 'by', 'node', 'node-224', ['clusterfilesystem:', 'serverfilesystem', 'domain', ' <*>', 'is', 'no', 'longer', 'served', 'by', 'node', ' <*>'], 'E28']
['339', 'clusterfilesystem:', 'serverfilesystem', 'domain', 'root28_domain', 'is', 'no', 'longer', 'served', 'by', 'node', 'node-96', ['clusterfilesystem:', 'serverfilesystem', 'domain', ' <*>', 'is', 'no', 'longer', 'served', 'by', 'node', ' <*>'], 'E28']
['340', 'clusterfilesystem:', 'serverfilesystem', 'domain', 'root30_domain', 'is', 'no', 'longer', 'served', 'by', 'node', 'node-0', ['clusterfilesystem:', 'serverfilesystem', 'domain', ' <*>', 'is', 'no', 'longer', 'served', 'by', 'node', ' <*>'], 'E28']
['341', 'clusterfilesystem:', 'serverfilesystem', 'domain', 'root26_domain', 'is', 'no', 'longer', 'served', 'by', 'node', 'node-57', ['clusterfilesystem:', 'serverfilesystem', 'domain', ' <*>', 'is', 'no', 'longer', 'served', 'by', 'node', ' <*>'], 'E28']
['342', 'clusterfilesystem:', 'serverfilesystem', 'domain', 'root29_local', 'is', 'no', 'longer', 'served', 'by', 'node', 'node-28', ['clusterfilesystem:', 'serverfilesystem', 'domain', ' <*>', 'is', 'no', 'longer', 'served', 'by', 'node', ' <*>'], 'E28']
['343', 'clusterfilesystem:', 'serverfilesystem', 'domain', 'root12_domain', 'is', 'no', 'longer', 'served', 'by', 'node', 'node-11', ['clusterfilesystem:', 'serverfilesystem', 'domain', ' <*>', 'is', 'no', 'longer', 'served', 'by', 'node', ' <*>'], 'E28']
['344', 'clusterfilesystem:', 'serverfilesystem', 'domain', 'root5_domain', 'is', 'no', 'longer', 'served', 'by', 'node', 'node-196', ['clusterfilesystem:', 'serverfilesystem', 'domain', ' <*>', 'is', 'no', 'longer', 'served', 'by', 'node', ' <*>'], 'E28']
['345', 'clusterfilesystem:', 'serverfilesystem', 'domain', 'root28_domain', 'is', 'no', 'longer', 'served', 'by', 'node', 'node-187', ['clusterfilesystem:', 'serverfilesystem', 'domain', ' <*>', 'is', 'no', 'longer', 'served', 'by', 'node', ' <*>'], 'E28']
['346', 'clusterfilesystem:', 'serverfilesystem', 'domain', 'root5_tmp', 'is', 'no', 'longer', 'served', 'by', 'node', 'node-228', ['clusterfilesystem:', 'serverfilesystem', 'domain', ' <*>', 'is', 'no', 'longer', 'served', 'by', 'node', ' <*>'], 'E28']
['347', 'clusterfilesystem:', 'serverfilesystem', 'domain', 'storage1422', 'is', 'no', 'longer', 'served', 'by', 'node', 'node-245', ['clusterfilesystem:', 'serverfilesystem', 'domain', ' <*>', 'is', 'no', 'longer', 'served', 'by', 'node', ' <*>'], 'E28']
