['0', 'loaded', 'servicing', 'stack', 'v6.1.7601.23505', 'with', 'core:', 'c:\\windows\\winsxs\\amd64_microsoft-windows-servicingstack_31bf3856ad364e35_6.1.7601.23505_none_681aa442f6fed7f0\\cbscore.dll', ['loaded', 'servicing', 'stack', 'v6.1.7601.23505', 'with', 'core:', 'c:\\windows\\winsxs\\amd64_microsoft-windows-servicingstack_31bf3856ad364e35_6.1.7601.23505_none_681aa442f6fed7f0\\cbscore.dll'], 'E0']
['1485', 'session:', '30546354_2953481110', 'initialized', 'by', 'client', 'windowsupdateagent.', ['session:', ' <*>', 'initialized', 'by', 'client', 'windowsupdateagent.'], 'E42']
['1487', 'session:', '30546354_2955011197', 'initialized', 'by', 'client', 'windowsupdateagent.', ['session:', ' <*>', 'initialized', 'by', 'client', 'windowsupdateagent.'], 'E42']
['1489', 'session:', '30546354_2955431222', 'initialized', 'by', 'client', 'windowsupdateagent.', ['session:', ' <*>', 'initialized', 'by', 'client', 'windowsupdateagent.'], 'E42']
['1490', 'session:', '30546354_2956421278', 'initialized', 'by', 'client', 'windowsupdateagent.', ['session:', ' <*>', 'initialized', 'by', 'client', 'windowsupdateagent.'], 'E42']
['1492', 'session:', '30546354_2958491397', 'initialized', 'by', 'client', 'windowsupdateagent.', ['session:', ' <*>', 'initialized', 'by', 'client', 'windowsupdateagent.'], 'E42']
['1494', 'session:', '30546354_2958821415', 'initialized', 'by', 'client', 'windowsupdateagent.', ['session:', ' <*>', 'initialized', 'by', 'client', 'windowsupdateagent.'], 'E42']
['1496', 'session:', '30546354_2959411449', 'initialized', 'by', 'client', 'windowsupdateagent.', ['session:', ' <*>', 'initialized', 'by', 'client', 'windowsupdateagent.'], 'E42']
['1498', 'session:', '30546354_2959511455', 'initialized', 'by', 'client', 'windowsupdateagent.', ['session:', ' <*>', 'initialized', 'by', 'client', 'windowsupdateagent.'], 'E42']
['1500', 'session:', '30546354_2960071487', 'initialized', 'by', 'client', 'windowsupdateagent.', ['session:', ' <*>', 'initialized', 'by', 'client', 'windowsupdateagent.'], 'E42']
['1502', 'session:', '30546354_2961511569', 'initialized', 'by', 'client', 'windowsupdateagent.', ['session:', ' <*>', 'initialized', 'by', 'client', 'windowsupdateagent.'], 'E42']
['1504', 'session:', '30546354_2965511798', 'initialized', 'by', 'client', 'windowsupdateagent.', ['session:', ' <*>', 'initialized', 'by', 'client', 'windowsupdateagent.'], 'E42']
['1506', 'session:', '30546354_2965591803', 'initialized', 'by', 'client', 'windowsupdateagent.', ['session:', ' <*>', 'initialized', 'by', 'client', 'windowsupdateagent.'], 'E42']
['1508', 'session:', '30546354_2966751869', 'initialized', 'by', 'client', 'windowsupdateagent.', ['session:', ' <*>', 'initialized', 'by', 'client', 'windowsupdateagent.'], 'E42']
['1510', 'session:', '30546354_2966921879', 'initialized', 'by', 'client', 'windowsupdateagent.', ['session:', ' <*>', 'initialized', 'by', 'client', 'windowsupdateagent.'], 'E42']
['1512', 'session:', '30546354_2967631919', 'initialized', 'by', 'client', 'windowsupdateagent.', ['session:', ' <*>', 'initialized', 'by', 'client', 'windowsupdateagent.'], 'E42']
['1514', 'session:', '30546354_2967771927', 'initialized', 'by', 'client', 'windowsupdateagent.', ['session:', ' <*>', 'initialized', 'by', 'client', 'windowsupdateagent.'], 'E42']
['1516', 'session:', '30546354_2968461967', 'initialized', 'by', 'client', 'windowsupdateagent.', ['session:', ' <*>', 'initialized', 'by', 'client', 'windowsupdateagent.'], 'E42']
['1518', 'session:', '30546354_2968771985', 'initialized', 'by', 'client', 'windowsupdateagent.', ['session:', ' <*>', 'initialized', 'by', 'client', 'windowsupdateagent.'], 'E42']
['1520', 'session:', '30546354_2968971996', 'initialized', 'by', 'client', 'windowsupdateagent.', ['session:', ' <*>', 'initialized', 'by', 'client', 'windowsupdateagent.'], 'E42']
['1522', 'session:', '30546354_2970472082', 'initialized', 'by', 'client', 'windowsupdateagent.', ['session:', ' <*>', 'initialized', 'by', 'client', 'windowsupdateagent.'], 'E42']
['1524', 'session:', '30546354_2971152121', 'initialized', 'by', 'client', 'windowsupdateagent.', ['session:', ' <*>', 'initialized', 'by', 'client', 'windowsupdateagent.'], 'E42']
['1526', 'session:', '30546354_2972312187', 'initialized', 'by', 'client', 'windowsupdateagent.', ['session:', ' <*>', 'initialized', 'by', 'client', 'windowsupdateagent.'], 'E42']
['1528', 'session:', '30546354_2973852275', 'initialized', 'by', 'client', 'windowsupdateagent.', ['session:', ' <*>', 'initialized', 'by', 'client', 'windowsupdateagent.'], 'E42']
['1530', 'session:', '30546354_2973972282', 'initialized', 'by', 'client', 'windowsupdateagent.', ['session:', ' <*>', 'initialized', 'by', 'client', 'windowsupdateagent.'], 'E42']
['1532', 'session:', '30546354_2975752384', 'initialized', 'by', 'client', 'windowsupdateagent.', ['session:', ' <*>', 'initialized', 'by', 'client', 'windowsupdateagent.'], 'E42']
['1534', 'session:', '30546354_2976462424', 'initialized', 'by', 'client', 'windowsupdateagent.', ['session:', ' <*>', 'initialized', 'by', 'client', 'windowsupdateagent.'], 'E42']
['1536', 'session:', '30546354_2979852618', 'initialized', 'by', 'client', 'windowsupdateagent.', ['session:', ' <*>', 'initialized', 'by', 'client', 'windowsupdateagent.'], 'E42']
['1538', 'session:', '30546354_2981802730', 'initialized', 'by', 'client', 'windowsupdateagent.', ['session:', ' <*>', 'initialized', 'by', 'client', 'windowsupdateagent.'], 'E42']
['1540', 'session:', '30546354_2983612833', 'initialized', 'by', 'client', 'windowsupdateagent.', ['session:', ' <*>', 'initialized', 'by', 'client', 'windowsupdateagent.'], 'E42']
['1542', 'session:', '30546354_2984842904', 'initialized', 'by', 'client', 'windowsupdateagent.', ['session:', ' <*>', 'initialized', 'by', 'client', 'windowsupdateagent.'], 'E42']
['1544', 'session:', '30546354_2984902907', 'initialized', 'by', 'client', 'windowsupdateagent.', ['session:', ' <*>', 'initialized', 'by', 'client', 'windowsupdateagent.'], 'E42']
['1546', 'session:', '30546354_2985172923', 'initialized', 'by', 'client', 'windowsupdateagent.', ['session:', ' <*>', 'initialized', 'by', 'client', 'windowsupdateagent.'], 'E42']
['1548', 'session:', '30546354_2986142978', 'initialized', 'by', 'client', 'windowsupdateagent.', ['session:', ' <*>', 'initialized', 'by', 'client', 'windowsupdateagent.'], 'E42']
['1550', 'session:', '30546354_2986352990', 'initialized', 'by', 'client', 'windowsupdateagent.', ['session:', ' <*>', 'initialized', 'by', 'client', 'windowsupdateagent.'], 'E42']
['1552', 'session:', '30546354_2988103090', 'initialized', 'by', 'client', 'windowsupdateagent.', ['session:', ' <*>', 'initialized', 'by', 'client', 'windowsupdateagent.'], 'E42']
['1554', 'session:', '30546354_2989623177', 'initialized', 'by', 'client', 'windowsupdateagent.', ['session:', ' <*>', 'initialized', 'by', 'client', 'windowsupdateagent.'], 'E42']
['1556', 'session:', '30546354_2999883764', 'initialized', 'by', 'client', 'windowsupdateagent.', ['session:', ' <*>', 'initialized', 'by', 'client', 'windowsupdateagent.'], 'E42']
['1558', 'session:', '30546354_3005294074', 'initialized', 'by', 'client', 'windowsupdateagent.', ['session:', ' <*>', 'initialized', 'by', 'client', 'windowsupdateagent.'], 'E42']
['1560', 'session:', '30546354_3007094176', 'initialized', 'by', 'client', 'windowsupdateagent.', ['session:', ' <*>', 'initialized', 'by', 'client', 'windowsupdateagent.'], 'E42']
['1562', 'session:', '30546354_3007214183', 'initialized', 'by', 'client', 'windowsupdateagent.', ['session:', ' <*>', 'initialized', 'by', 'client', 'windowsupdateagent.'], 'E42']
['1564', 'session:', '30546354_3008284245', 'initialized', 'by', 'client', 'windowsupdateagent.', ['session:', ' <*>', 'initialized', 'by', 'client', 'windowsupdateagent.'], 'E42']
['1566', 'session:', '30546354_3008494257', 'initialized', 'by', 'client', 'windowsupdateagent.', ['session:', ' <*>', 'initialized', 'by', 'client', 'windowsupdateagent.'], 'E42']
['1568', 'session:', '30546354_3009694325', 'initialized', 'by', 'client', 'windowsupdateagent.', ['session:', ' <*>', 'initialized', 'by', 'client', 'windowsupdateagent.'], 'E42']
['1570', 'session:', '30546354_3037265902', 'initialized', 'by', 'client', 'windowsupdateagent.', ['session:', ' <*>', 'initialized', 'by', 'client', 'windowsupdateagent.'], 'E42']
['1572', 'session:', '30546354_3041116122', 'initialized', 'by', 'client', 'windowsupdateagent.', ['session:', ' <*>', 'initialized', 'by', 'client', 'windowsupdateagent.'], 'E42']
['1574', 'session:', '30546354_3044096293', 'initialized', 'by', 'client', 'windowsupdateagent.', ['session:', ' <*>', 'initialized', 'by', 'client', 'windowsupdateagent.'], 'E42']
['1576', 'session:', '30546354_3044886338', 'initialized', 'by', 'client', 'windowsupdateagent.', ['session:', ' <*>', 'initialized', 'by', 'client', 'windowsupdateagent.'], 'E42']
['1578', 'session:', '30546354_3045146353', 'initialized', 'by', 'client', 'windowsupdateagent.', ['session:', ' <*>', 'initialized', 'by', 'client', 'windowsupdateagent.'], 'E42']
['1580', 'session:', '30546354_3047006459', 'initialized', 'by', 'client', 'windowsupdateagent.', ['session:', ' <*>', 'initialized', 'by', 'client', 'windowsupdateagent.'], 'E42']
['1582', 'session:', '30546354_3047216471', 'initialized', 'by', 'client', 'windowsupdateagent.', ['session:', ' <*>', 'initialized', 'by', 'client', 'windowsupdateagent.'], 'E42']
['1584', 'session:', '30546354_3048226529', 'initialized', 'by', 'client', 'windowsupdateagent.', ['session:', ' <*>', 'initialized', 'by', 'client', 'windowsupdateagent.'], 'E42']
['1586', 'session:', '30546354_3049686613', 'initialized', 'by', 'client', 'windowsupdateagent.', ['session:', ' <*>', 'initialized', 'by', 'client', 'windowsupdateagent.'], 'E42']
['1588', 'session:', '30546354_3050066634', 'initialized', 'by', 'client', 'windowsupdateagent.', ['session:', ' <*>', 'initialized', 'by', 'client', 'windowsupdateagent.'], 'E42']
['1590', 'session:', '30546354_3058807134', 'initialized', 'by', 'client', 'windowsupdateagent.', ['session:', ' <*>', 'initialized', 'by', 'client', 'windowsupdateagent.'], 'E42']
['1592', 'session:', '30546354_3061267275', 'initialized', 'by', 'client', 'windowsupdateagent.', ['session:', ' <*>', 'initialized', 'by', 'client', 'windowsupdateagent.'], 'E42']
['1594', 'session:', '30546354_3061697300', 'initialized', 'by', 'client', 'windowsupdateagent.', ['session:', ' <*>', 'initialized', 'by', 'client', 'windowsupdateagent.'], 'E42']
['1596', 'session:', '30546354_3063077379', 'initialized', 'by', 'client', 'windowsupdateagent.', ['session:', ' <*>', 'initialized', 'by', 'client', 'windowsupdateagent.'], 'E42']
['1598', 'session:', '30546354_3066077550', 'initialized', 'by', 'client', 'windowsupdateagent.', ['session:', ' <*>', 'initialized', 'by', 'client', 'windowsupdateagent.'], 'E42']
['1600', 'session:', '30546354_3067097608', 'initialized', 'by', 'client', 'windowsupdateagent.', ['session:', ' <*>', 'initialized', 'by', 'client', 'windowsupdateagent.'], 'E42']
['1602', 'session:', '30546354_3067367624', 'initialized', 'by', 'client', 'windowsupdateagent.', ['session:', ' <*>', 'initialized', 'by', 'client', 'windowsupdateagent.'], 'E42']
['1604', 'session:', '30546354_3070257789', 'initialized', 'by', 'client', 'windowsupdateagent.', ['session:', ' <*>', 'initialized', 'by', 'client', 'windowsupdateagent.'], 'E42']
['1606', 'session:', '30546354_3070387797', 'initialized', 'by', 'client', 'windowsupdateagent.', ['session:', ' <*>', 'initialized', 'by', 'client', 'windowsupdateagent.'], 'E42']
['1608', 'session:', '30546354_3070417798', 'initialized', 'by', 'client', 'windowsupdateagent.', ['session:', ' <*>', 'initialized', 'by', 'client', 'windowsupdateagent.'], 'E42']
['1610', 'session:', '30546354_3070457801', 'initialized', 'by', 'client', 'windowsupdateagent.', ['session:', ' <*>', 'initialized', 'by', 'client', 'windowsupdateagent.'], 'E42']
['1612', 'session:', '30546354_3070727816', 'initialized', 'by', 'client', 'windowsupdateagent.', ['session:', ' <*>', 'initialized', 'by', 'client', 'windowsupdateagent.'], 'E42']
['1614', 'session:', '30546354_3072147897', 'initialized', 'by', 'client', 'windowsupdateagent.', ['session:', ' <*>', 'initialized', 'by', 'client', 'windowsupdateagent.'], 'E42']
['1616', 'session:', '30546354_3072677928', 'initialized', 'by', 'client', 'windowsupdateagent.', ['session:', ' <*>', 'initialized', 'by', 'client', 'windowsupdateagent.'], 'E42']
['1618', 'session:', '30546354_3074888054', 'initialized', 'by', 'client', 'windowsupdateagent.', ['session:', ' <*>', 'initialized', 'by', 'client', 'windowsupdateagent.'], 'E42']
['1620', 'session:', '30546354_3077138183', 'initialized', 'by', 'client', 'windowsupdateagent.', ['session:', ' <*>', 'initialized', 'by', 'client', 'windowsupdateagent.'], 'E42']
['1622', 'session:', '30546354_3167883373', 'initialized', 'by', 'client', 'windowsupdateagent.', ['session:', ' <*>', 'initialized', 'by', 'client', 'windowsupdateagent.'], 'E42']
['1624', 'session:', '30546354_3172813655', 'initialized', 'by', 'client', 'windowsupdateagent.', ['session:', ' <*>', 'initialized', 'by', 'client', 'windowsupdateagent.'], 'E42']
['1626', 'session:', '30546354_3173223679', 'initialized', 'by', 'client', 'windowsupdateagent.', ['session:', ' <*>', 'initialized', 'by', 'client', 'windowsupdateagent.'], 'E42']
['1628', 'session:', '30546354_3173453692', 'initialized', 'by', 'client', 'windowsupdateagent.', ['session:', ' <*>', 'initialized', 'by', 'client', 'windowsupdateagent.'], 'E42']
['1630', 'session:', '30546354_3175093786', 'initialized', 'by', 'client', 'windowsupdateagent.', ['session:', ' <*>', 'initialized', 'by', 'client', 'windowsupdateagent.'], 'E42']
['1632', 'session:', '30546354_3176343857', 'initialized', 'by', 'client', 'windowsupdateagent.', ['session:', ' <*>', 'initialized', 'by', 'client', 'windowsupdateagent.'], 'E42']
['1634', 'session:', '30546354_3176413861', 'initialized', 'by', 'client', 'windowsupdateagent.', ['session:', ' <*>', 'initialized', 'by', 'client', 'windowsupdateagent.'], 'E42']
['1636', 'session:', '30546354_3178803998', 'initialized', 'by', 'client', 'windowsupdateagent.', ['session:', ' <*>', 'initialized', 'by', 'client', 'windowsupdateagent.'], 'E42']
['1638', 'session:', '30546354_3181864173', 'initialized', 'by', 'client', 'windowsupdateagent.', ['session:', ' <*>', 'initialized', 'by', 'client', 'windowsupdateagent.'], 'E42']
['1640', 'session:', '30546354_3182094186', 'initialized', 'by', 'client', 'windowsupdateagent.', ['session:', ' <*>', 'initialized', 'by', 'client', 'windowsupdateagent.'], 'E42']
['1642', 'session:', '30546354_3183124245', 'initialized', 'by', 'client', 'windowsupdateagent.', ['session:', ' <*>', 'initialized', 'by', 'client', 'windowsupdateagent.'], 'E42']
['1644', 'session:', '30546354_3183554269', 'initialized', 'by', 'client', 'windowsupdateagent.', ['session:', ' <*>', 'initialized', 'by', 'client', 'windowsupdateagent.'], 'E42']
['1646', 'session:', '30546354_3183714279', 'initialized', 'by', 'client', 'windowsupdateagent.', ['session:', ' <*>', 'initialized', 'by', 'client', 'windowsupdateagent.'], 'E42']
['1648', 'session:', '30546354_3184784340', 'initialized', 'by', 'client', 'windowsupdateagent.', ['session:', ' <*>', 'initialized', 'by', 'client', 'windowsupdateagent.'], 'E42']
['1650', 'session:', '30546354_3185364373', 'initialized', 'by', 'client', 'windowsupdateagent.', ['session:', ' <*>', 'initialized', 'by', 'client', 'windowsupdateagent.'], 'E42']
['1652', 'session:', '30546354_3185714393', 'initialized', 'by', 'client', 'windowsupdateagent.', ['session:', ' <*>', 'initialized', 'by', 'client', 'windowsupdateagent.'], 'E42']
['1654', 'session:', '30546354_3185874402', 'initialized', 'by', 'client', 'windowsupdateagent.', ['session:', ' <*>', 'initialized', 'by', 'client', 'windowsupdateagent.'], 'E42']
['1656', 'session:', '30546354_3186424434', 'initialized', 'by', 'client', 'windowsupdateagent.', ['session:', ' <*>', 'initialized', 'by', 'client', 'windowsupdateagent.'], 'E42']
['1658', 'session:', '30546354_3186634446', 'initialized', 'by', 'client', 'windowsupdateagent.', ['session:', ' <*>', 'initialized', 'by', 'client', 'windowsupdateagent.'], 'E42']
['1660', 'session:', '30546354_3187144475', 'initialized', 'by', 'client', 'windowsupdateagent.', ['session:', ' <*>', 'initialized', 'by', 'client', 'windowsupdateagent.'], 'E42']
['1662', 'session:', '30546354_3188034526', 'initialized', 'by', 'client', 'windowsupdateagent.', ['session:', ' <*>', 'initialized', 'by', 'client', 'windowsupdateagent.'], 'E42']
['1664', 'session:', '30546354_3188974579', 'initialized', 'by', 'client', 'windowsupdateagent.', ['session:', ' <*>', 'initialized', 'by', 'client', 'windowsupdateagent.'], 'E42']
['1666', 'session:', '30546354_3189744623', 'initialized', 'by', 'client', 'windowsupdateagent.', ['session:', ' <*>', 'initialized', 'by', 'client', 'windowsupdateagent.'], 'E42']
['1668', 'session:', '30546354_3189934634', 'initialized', 'by', 'client', 'windowsupdateagent.', ['session:', ' <*>', 'initialized', 'by', 'client', 'windowsupdateagent.'], 'E42']
['1670', 'session:', '30546354_3190064642', 'initialized', 'by', 'client', 'windowsupdateagent.', ['session:', ' <*>', 'initialized', 'by', 'client', 'windowsupdateagent.'], 'E42']
['1672', 'session:', '30546354_3190364659', 'initialized', 'by', 'client', 'windowsupdateagent.', ['session:', ' <*>', 'initialized', 'by', 'client', 'windowsupdateagent.'], 'E42']
['1673', 'session:', '30546354_3190684677', 'initialized', 'by', 'client', 'windowsupdateagent.', ['session:', ' <*>', 'initialized', 'by', 'client', 'windowsupdateagent.'], 'E42']
['1675', 'session:', '30546354_3190944692', 'initialized', 'by', 'client', 'windowsupdateagent.', ['session:', ' <*>', 'initialized', 'by', 'client', 'windowsupdateagent.'], 'E42']
['1677', 'session:', '30546354_3191224708', 'initialized', 'by', 'client', 'windowsupdateagent.', ['session:', ' <*>', 'initialized', 'by', 'client', 'windowsupdateagent.'], 'E42']
['1679', 'session:', '30546354_3191744738', 'initialized', 'by', 'client', 'windowsupdateagent.', ['session:', ' <*>', 'initialized', 'by', 'client', 'windowsupdateagent.'], 'E42']
['1681', 'session:', '30546354_3191924748', 'initialized', 'by', 'client', 'windowsupdateagent.', ['session:', ' <*>', 'initialized', 'by', 'client', 'windowsupdateagent.'], 'E42']
['1683', 'session:', '30546354_3192394775', 'initialized', 'by', 'client', 'windowsupdateagent.', ['session:', ' <*>', 'initialized', 'by', 'client', 'windowsupdateagent.'], 'E42']
['1685', 'session:', '30546354_3192854801', 'initialized', 'by', 'client', 'windowsupdateagent.', ['session:', ' <*>', 'initialized', 'by', 'client', 'windowsupdateagent.'], 'E42']
['1687', 'session:', '30546354_3193054813', 'initialized', 'by', 'client', 'windowsupdateagent.', ['session:', ' <*>', 'initialized', 'by', 'client', 'windowsupdateagent.'], 'E42']
['1689', 'session:', '30546354_3193214822', 'initialized', 'by', 'client', 'windowsupdateagent.', ['session:', ' <*>', 'initialized', 'by', 'client', 'windowsupdateagent.'], 'E42']
['1691', 'session:', '30546354_3193364831', 'initialized', 'by', 'client', 'windowsupdateagent.', ['session:', ' <*>', 'initialized', 'by', 'client', 'windowsupdateagent.'], 'E42']
['1693', 'session:', '30546354_3193904861', 'initialized', 'by', 'client', 'windowsupdateagent.', ['session:', ' <*>', 'initialized', 'by', 'client', 'windowsupdateagent.'], 'E42']
['1695', 'session:', '30546354_3194774911', 'initialized', 'by', 'client', 'windowsupdateagent.', ['session:', ' <*>', 'initialized', 'by', 'client', 'windowsupdateagent.'], 'E42']
['1697', 'session:', '30546354_3195614959', 'initialized', 'by', 'client', 'windowsupdateagent.', ['session:', ' <*>', 'initialized', 'by', 'client', 'windowsupdateagent.'], 'E42']
['1699', 'session:', '30546354_3196675020', 'initialized', 'by', 'client', 'windowsupdateagent.', ['session:', ' <*>', 'initialized', 'by', 'client', 'windowsupdateagent.'], 'E42']
['1701', 'session:', '30546354_3197115045', 'initialized', 'by', 'client', 'windowsupdateagent.', ['session:', ' <*>', 'initialized', 'by', 'client', 'windowsupdateagent.'], 'E42']
['1703', 'session:', '30546354_3198015097', 'initialized', 'by', 'client', 'windowsupdateagent.', ['session:', ' <*>', 'initialized', 'by', 'client', 'windowsupdateagent.'], 'E42']
['1705', 'session:', '30546354_3198305113', 'initialized', 'by', 'client', 'windowsupdateagent.', ['session:', ' <*>', 'initialized', 'by', 'client', 'windowsupdateagent.'], 'E42']
['1707', 'session:', '30546354_3198345115', 'initialized', 'by', 'client', 'windowsupdateagent.', ['session:', ' <*>', 'initialized', 'by', 'client', 'windowsupdateagent.'], 'E42']
['1709', 'session:', '30546354_3198805142', 'initialized', 'by', 'client', 'windowsupdateagent.', ['session:', ' <*>', 'initialized', 'by', 'client', 'windowsupdateagent.'], 'E42']
['1710', 'session:', '30546354_3200035212', 'initialized', 'by', 'client', 'windowsupdateagent.', ['session:', ' <*>', 'initialized', 'by', 'client', 'windowsupdateagent.'], 'E42']
['1712', 'session:', '30546354_3202615360', 'initialized', 'by', 'client', 'windowsupdateagent.', ['session:', ' <*>', 'initialized', 'by', 'client', 'windowsupdateagent.'], 'E42']
['1714', 'session:', '30546354_3203065385', 'initialized', 'by', 'client', 'windowsupdateagent.', ['session:', ' <*>', 'initialized', 'by', 'client', 'windowsupdateagent.'], 'E42']
['1715', 'session:', '30546354_3203755425', 'initialized', 'by', 'client', 'windowsupdateagent.', ['session:', ' <*>', 'initialized', 'by', 'client', 'windowsupdateagent.'], 'E42']
['1717', 'session:', '30546354_3204535469', 'initialized', 'by', 'client', 'windowsupdateagent.', ['session:', ' <*>', 'initialized', 'by', 'client', 'windowsupdateagent.'], 'E42']
['1719', 'session:', '30546354_3204965494', 'initialized', 'by', 'client', 'windowsupdateagent.', ['session:', ' <*>', 'initialized', 'by', 'client', 'windowsupdateagent.'], 'E42']
['1721', 'session:', '30546354_3205955551', 'initialized', 'by', 'client', 'windowsupdateagent.', ['session:', ' <*>', 'initialized', 'by', 'client', 'windowsupdateagent.'], 'E42']
['1723', 'session:', '30546354_3206305571', 'initialized', 'by', 'client', 'windowsupdateagent.', ['session:', ' <*>', 'initialized', 'by', 'client', 'windowsupdateagent.'], 'E42']
['1725', 'session:', '30546354_3206335572', 'initialized', 'by', 'client', 'windowsupdateagent.', ['session:', ' <*>', 'initialized', 'by', 'client', 'windowsupdateagent.'], 'E42']
['1726', 'session:', '30546354_3207045613', 'initialized', 'by', 'client', 'windowsupdateagent.', ['session:', ' <*>', 'initialized', 'by', 'client', 'windowsupdateagent.'], 'E42']
['1728', 'session:', '30546354_3208475695', 'initialized', 'by', 'client', 'windowsupdateagent.', ['session:', ' <*>', 'initialized', 'by', 'client', 'windowsupdateagent.'], 'E42']
['1729', 'session:', '30546354_3208835715', 'initialized', 'by', 'client', 'windowsupdateagent.', ['session:', ' <*>', 'initialized', 'by', 'client', 'windowsupdateagent.'], 'E42']
['1731', 'session:', '30546354_3209665763', 'initialized', 'by', 'client', 'windowsupdateagent.', ['session:', ' <*>', 'initialized', 'by', 'client', 'windowsupdateagent.'], 'E42']
['1733', 'session:', '30546354_3209785770', 'initialized', 'by', 'client', 'windowsupdateagent.', ['session:', ' <*>', 'initialized', 'by', 'client', 'windowsupdateagent.'], 'E42']
['1735', 'session:', '30546354_3209865774', 'initialized', 'by', 'client', 'windowsupdateagent.', ['session:', ' <*>', 'initialized', 'by', 'client', 'windowsupdateagent.'], 'E42']
['1737', 'session:', '30546354_3214976067', 'initialized', 'by', 'client', 'windowsupdateagent.', ['session:', ' <*>', 'initialized', 'by', 'client', 'windowsupdateagent.'], 'E42']
['1739', 'session:', '30546354_3215266083', 'initialized', 'by', 'client', 'windowsupdateagent.', ['session:', ' <*>', 'initialized', 'by', 'client', 'windowsupdateagent.'], 'E42']
['1741', 'session:', '30546354_3215406091', 'initialized', 'by', 'client', 'windowsupdateagent.', ['session:', ' <*>', 'initialized', 'by', 'client', 'windowsupdateagent.'], 'E42']
['1743', 'session:', '30546354_3215566100', 'initialized', 'by', 'client', 'windowsupdateagent.', ['session:', ' <*>', 'initialized', 'by', 'client', 'windowsupdateagent.'], 'E42']
['1745', 'session:', '30546354_3215916120', 'initialized', 'by', 'client', 'windowsupdateagent.', ['session:', ' <*>', 'initialized', 'by', 'client', 'windowsupdateagent.'], 'E42']
['1747', 'session:', '30546354_3216576158', 'initialized', 'by', 'client', 'windowsupdateagent.', ['session:', ' <*>', 'initialized', 'by', 'client', 'windowsupdateagent.'], 'E42']
['1749', 'session:', '30546354_3217166192', 'initialized', 'by', 'client', 'windowsupdateagent.', ['session:', ' <*>', 'initialized', 'by', 'client', 'windowsupdateagent.'], 'E42']
['1751', 'session:', '30546354_3217316200', 'initialized', 'by', 'client', 'windowsupdateagent.', ['session:', ' <*>', 'initialized', 'by', 'client', 'windowsupdateagent.'], 'E42']
['1753', 'session:', '30546354_3217556214', 'initialized', 'by', 'client', 'windowsupdateagent.', ['session:', ' <*>', 'initialized', 'by', 'client', 'windowsupdateagent.'], 'E42']
['1755', 'session:', '30546354_3217926235', 'initialized', 'by', 'client', 'windowsupdateagent.', ['session:', ' <*>', 'initialized', 'by', 'client', 'windowsupdateagent.'], 'E42']
['1757', 'session:', '30546354_3218366261', 'initialized', 'by', 'client', 'windowsupdateagent.', ['session:', ' <*>', 'initialized', 'by', 'client', 'windowsupdateagent.'], 'E42']
['1759', 'session:', '30546354_3219376318', 'initialized', 'by', 'client', 'windowsupdateagent.', ['session:', ' <*>', 'initialized', 'by', 'client', 'windowsupdateagent.'], 'E42']
['1761', 'session:', '30546354_3220876404', 'initialized', 'by', 'client', 'windowsupdateagent.', ['session:', ' <*>', 'initialized', 'by', 'client', 'windowsupdateagent.'], 'E42']
['1763', 'session:', '30546354_3222456494', 'initialized', 'by', 'client', 'windowsupdateagent.', ['session:', ' <*>', 'initialized', 'by', 'client', 'windowsupdateagent.'], 'E42']
['1765', 'session:', '30546354_3225106646', 'initialized', 'by', 'client', 'windowsupdateagent.', ['session:', ' <*>', 'initialized', 'by', 'client', 'windowsupdateagent.'], 'E42']
['1767', 'session:', '30546354_3225556672', 'initialized', 'by', 'client', 'windowsupdateagent.', ['session:', ' <*>', 'initialized', 'by', 'client', 'windowsupdateagent.'], 'E42']
['1769', 'session:', '30546354_3225636676', 'initialized', 'by', 'client', 'windowsupdateagent.', ['session:', ' <*>', 'initialized', 'by', 'client', 'windowsupdateagent.'], 'E42']
['1771', 'session:', '30546354_3225896691', 'initialized', 'by', 'client', 'windowsupdateagent.', ['session:', ' <*>', 'initialized', 'by', 'client', 'windowsupdateagent.'], 'E42']
['1773', 'session:', '30546354_3226336716', 'initialized', 'by', 'client', 'windowsupdateagent.', ['session:', ' <*>', 'initialized', 'by', 'client', 'windowsupdateagent.'], 'E42']
['1775', 'session:', '30546354_3226626733', 'initialized', 'by', 'client', 'windowsupdateagent.', ['session:', ' <*>', 'initialized', 'by', 'client', 'windowsupdateagent.'], 'E42']
['1777', 'session:', '30546354_3226836745', 'initialized', 'by', 'client', 'windowsupdateagent.', ['session:', ' <*>', 'initialized', 'by', 'client', 'windowsupdateagent.'], 'E42']
['1779', 'session:', '30546354_3227386776', 'initialized', 'by', 'client', 'windowsupdateagent.', ['session:', ' <*>', 'initialized', 'by', 'client', 'windowsupdateagent.'], 'E42']
['1781', 'session:', '30546354_3228776856', 'initialized', 'by', 'client', 'windowsupdateagent.', ['session:', ' <*>', 'initialized', 'by', 'client', 'windowsupdateagent.'], 'E42']
['1783', 'session:', '30546354_3228966867', 'initialized', 'by', 'client', 'windowsupdateagent.', ['session:', ' <*>', 'initialized', 'by', 'client', 'windowsupdateagent.'], 'E42']
['1785', 'session:', '30546354_3229296886', 'initialized', 'by', 'client', 'windowsupdateagent.', ['session:', ' <*>', 'initialized', 'by', 'client', 'windowsupdateagent.'], 'E42']
