['0', 'proxy.cse.cuhk.edu.hk:5070', 'open', 'through', 'proxy', 'proxy.cse.cuhk.edu.hk:5070', 'https', [' <*>', 'open', 'through', 'proxy', 'proxy.cse.cuhk.edu.hk:5070', 'https'], 'E0']
['1102', 'capi.grammarly.com:443', 'close', '4974', 'bytes', 'sent', '8661', 'bytes', 'received', 'lifetime', '02:13', [' <*>', 'close', ' <*>', 'bytes', 'sent', ' <*>', 'bytes', 'received', 'lifetime', ' <*>'], 'E2']
['1106', 'cidian.youdao.com:80', 'close', '2369', 'bytes', 'sent', '1583', 'bytes', 'received', 'lifetime', '02:59', [' <*>', 'close', ' <*>', 'bytes', 'sent', ' <*>', 'bytes', 'received', 'lifetime', ' <*>'], 'E2']
['1107', '3.client-channel.google.com:443', 'close', '27694', 'bytes', 'sent', '165991', 'bytes', 'received', 'lifetime', '01:07:37', [' <*>', 'close', ' <*>', 'bytes', 'sent', ' <*>', 'bytes', 'received', 'lifetime', ' <*>'], 'E2']
['1119', 's1.bdstatic.com:80', 'close', '0', 'bytes', 'sent', '0', 'bytes', 'received', 'lifetime', '00:11', [' <*>', 'close', ' <*>', 'bytes', 'sent', ' <*>', 'bytes', 'received', 'lifetime', ' <*>'], 'E2']
['1120', 'www.baidu.com:80', 'close', '0', 'bytes', 'sent', '0', 'bytes', 'received', 'lifetime', '00:11', [' <*>', 'close', ' <*>', 'bytes', 'sent', ' <*>', 'bytes', 'received', 'lifetime', ' <*>'], 'E2']
['1121', 'ss.bdimg.com:80', 'close', '0', 'bytes', 'sent', '0', 'bytes', 'received', 'lifetime', '00:11', [' <*>', 'close', ' <*>', 'bytes', 'sent', ' <*>', 'bytes', 'received', 'lifetime', ' <*>'], 'E2']
['1123', 'i9.baidu.com:80', 'close', '1671', 'bytes', 'sent', '4659', 'bytes', 'received', 'lifetime', '00:26', [' <*>', 'close', ' <*>', 'bytes', 'sent', ' <*>', 'bytes', 'received', 'lifetime', ' <*>'], 'E2']
['1124', 'i9.baidu.com:80', 'close', '0', 'bytes', 'sent', '0', 'bytes', 'received', 'lifetime', '00:27', [' <*>', 'close', ' <*>', 'bytes', 'sent', ' <*>', 'bytes', 'received', 'lifetime', ' <*>'], 'E2']
['1125', 'i9.baidu.com:80', 'close', '0', 'bytes', 'sent', '0', 'bytes', 'received', 'lifetime', '00:27', [' <*>', 'close', ' <*>', 'bytes', 'sent', ' <*>', 'bytes', 'received', 'lifetime', ' <*>'], 'E2']
['1129', 'cbjs.baidu.com:80', 'close', '0', 'bytes', 'sent', '0', 'bytes', 'received', 'lifetime', '00:19', [' <*>', 'close', ' <*>', 'bytes', 'sent', ' <*>', 'bytes', 'received', 'lifetime', ' <*>'], 'E2']
['1130', 'bdimg.share.baidu.com:80', 'close', '0', 'bytes', 'sent', '0', 'bytes', 'received', 'lifetime', '00:19', [' <*>', 'close', ' <*>', 'bytes', 'sent', ' <*>', 'bytes', 'received', 'lifetime', ' <*>'], 'E2']
['1131', 'ubmcmm.baidustatic.com:80', 'close', '0', 'bytes', 'sent', '0', 'bytes', 'received', 'lifetime', '00:19', [' <*>', 'close', ' <*>', 'bytes', 'sent', ' <*>', 'bytes', 'received', 'lifetime', ' <*>'], 'E2']
['1132', 's1.img4399.com:80', 'close', '0', 'bytes', 'sent', '0', 'bytes', 'received', 'lifetime', '00:21', [' <*>', 'close', ' <*>', 'bytes', 'sent', ' <*>', 'bytes', 'received', 'lifetime', ' <*>'], 'E2']
['1133', 'ubmcmm.baidustatic.com:80', 'close', '0', 'bytes', 'sent', '0', 'bytes', 'received', 'lifetime', '00:19', [' <*>', 'close', ' <*>', 'bytes', 'sent', ' <*>', 'bytes', 'received', 'lifetime', ' <*>'], 'E2']
['1134', 'c.cnzz.com:80', 'close', '0', 'bytes', 'sent', '0', 'bytes', 'received', 'lifetime', '00:30', [' <*>', 'close', ' <*>', 'bytes', 'sent', ' <*>', 'bytes', 'received', 'lifetime', ' <*>'], 'E2']
['1135', 'www.evernote.com:443', 'close', '4733', 'bytes', 'sent', '8179', 'bytes', 'received', 'lifetime', '04:12', [' <*>', 'close', ' <*>', 'bytes', 'sent', ' <*>', 'bytes', 'received', 'lifetime', ' <*>'], 'E2']
['1136', 'qbwup.imtt.qq.com:80', 'close', '494', 'bytes', 'sent', '208', 'bytes', 'received', 'lifetime', '00:32', [' <*>', 'close', ' <*>', 'bytes', 'sent', ' <*>', 'bytes', 'received', 'lifetime', ' <*>'], 'E2']
['1137', 'block.dropbox.com:443', 'close', '0', 'bytes', 'sent', '0', 'bytes', 'received', 'lifetime', '00:00', [' <*>', 'close', ' <*>', 'bytes', 'sent', ' <*>', 'bytes', 'received', 'lifetime', ' <*>'], 'E2']
['1138', 'clients4.google.com:443', 'close', '11736', 'bytes', 'sent', '8496', 'bytes', 'received', 'lifetime', '08:46', [' <*>', 'close', ' <*>', 'bytes', 'sent', ' <*>', 'bytes', 'received', 'lifetime', ' <*>'], 'E2']
['1139', 'clients6.google.com:443', 'close', '3025', 'bytes', 'sent', '6726', 'bytes', 'received', 'lifetime', '05:20', [' <*>', 'close', ' <*>', 'bytes', 'sent', ' <*>', 'bytes', 'received', 'lifetime', ' <*>'], 'E2']
['1154', 'www.baidu.com:80', 'close', '9987', 'bytes', 'sent', '148343', 'bytes', 'received', 'lifetime', '00:03', [' <*>', 'close', ' <*>', 'bytes', 'sent', ' <*>', 'bytes', 'received', 'lifetime', ' <*>'], 'E2']
['1156', 't12.baidu.com:80', 'close', '0', 'bytes', 'sent', '0', 'bytes', 'received', 'lifetime', '00:11', [' <*>', 'close', ' <*>', 'bytes', 'sent', ' <*>', 'bytes', 'received', 'lifetime', ' <*>'], 'E2']
['1157', 't12.baidu.com:80', 'close', '0', 'bytes', 'sent', '0', 'bytes', 'received', 'lifetime', '00:11', [' <*>', 'close', ' <*>', 'bytes', 'sent', ' <*>', 'bytes', 'received', 'lifetime', ' <*>'], 'E2']
['1162', 'dup.baidustatic.com:443', 'close', '333', 'bytes', 'sent', '3697', 'bytes', 'received', 'lifetime', '00:14', [' <*>', 'close', ' <*>', 'bytes', 'sent', ' <*>', 'bytes', 'received', 'lifetime', ' <*>'], 'E2']
['1163', 'dj1.baidu.com:80', 'close', '1369', 'bytes', 'sent', '289', 'bytes', 'received', 'lifetime', '00:30', [' <*>', 'close', ' <*>', 'bytes', 'sent', ' <*>', 'bytes', 'received', 'lifetime', ' <*>'], 'E2']
['1164', 'client-lb.dropbox.com:443', 'close', '0', 'bytes', 'sent', '0', 'bytes', 'received', 'lifetime', '00:00', [' <*>', 'close', ' <*>', 'bytes', 'sent', ' <*>', 'bytes', 'received', 'lifetime', ' <*>'], 'E2']
['1165', 'short.weixin.qq.com:80', 'close', '785', 'bytes', 'sent', '145', 'bytes', 'received', 'lifetime', '00:00', [' <*>', 'close', ' <*>', 'bytes', 'sent', ' <*>', 'bytes', 'received', 'lifetime', ' <*>'], 'E2']
['1176', 'sclick.baidu.com:80', 'close', '1971', 'bytes', 'sent', '401', 'bytes', 'received', 'lifetime', '00:08', [' <*>', 'close', ' <*>', 'bytes', 'sent', ' <*>', 'bytes', 'received', 'lifetime', ' <*>'], 'E2']
['1178', 's1.bdstatic.com:80', 'close', '0', 'bytes', 'sent', '0', 'bytes', 'received', 'lifetime', '00:13', [' <*>', 'close', ' <*>', 'bytes', 'sent', ' <*>', 'bytes', 'received', 'lifetime', ' <*>'], 'E2']
['1187', 'changyan.sohu.com:80', 'close', '6361', 'bytes', 'sent', '6197', 'bytes', 'received', 'lifetime', '00:08', [' <*>', 'close', ' <*>', 'bytes', 'sent', ' <*>', 'bytes', 'received', 'lifetime', ' <*>'], 'E2']
['1188', 't12.baidu.com:80', 'close', '837', 'bytes', 'sent', '4059', 'bytes', 'received', 'lifetime', '00:27', [' <*>', 'close', ' <*>', 'bytes', 'sent', ' <*>', 'bytes', 'received', 'lifetime', ' <*>'], 'E2']
['1189', 'i7.baidu.com:80', 'close', '2813', 'bytes', 'sent', '23975', 'bytes', 'received', 'lifetime', '00:26', [' <*>', 'close', ' <*>', 'bytes', 'sent', ' <*>', 'bytes', 'received', 'lifetime', ' <*>'], 'E2']
['1190', 'js.passport.qihucdn.com:80', 'close', '496', 'bytes', 'sent', '426', 'bytes', 'received', 'lifetime', '00:16', [' <*>', 'close', ' <*>', 'bytes', 'sent', ' <*>', 'bytes', 'received', 'lifetime', ' <*>'], 'E2']
['1191', 'js.passport.qihucdn.com:80', 'close', '0', 'bytes', 'sent', '0', 'bytes', 'received', 'lifetime', '00:21', [' <*>', 'close', ' <*>', 'bytes', 'sent', ' <*>', 'bytes', 'received', 'lifetime', ' <*>'], 'E2']
['1192', 'www.baidu.com:80', 'close', '2590', 'bytes', 'sent', '621', 'bytes', 'received', 'lifetime', '01:06', [' <*>', 'close', ' <*>', 'bytes', 'sent', ' <*>', 'bytes', 'received', 'lifetime', ' <*>'], 'E2']
['1194', 'upload.3367.com:80', 'close', '2331', 'bytes', 'sent', '440133', 'bytes', 'received', 'lifetime', '01:01', [' <*>', 'close', ' <*>', 'bytes', 'sent', ' <*>', 'bytes', 'received', 'lifetime', ' <*>'], 'E2']
['1195', 'long.open.weixin.qq.com:443', 'close', '1910', 'bytes', 'sent', '276', 'bytes', 'received', 'lifetime', '00:29', [' <*>', 'close', ' <*>', 'bytes', 'sent', ' <*>', 'bytes', 'received', 'lifetime', ' <*>'], 'E2']
['1196', 'res.wx.qq.com:443', 'close', '1582', 'bytes', 'sent', '40194', 'bytes', 'received', 'lifetime', '03:01', [' <*>', 'close', ' <*>', 'bytes', 'sent', ' <*>', 'bytes', 'received', 'lifetime', ' <*>'], 'E2']
['1197', 'www.google.com:443', 'close', '2020', 'bytes', 'sent', '17986', 'bytes', 'received', 'lifetime', '04:01', [' <*>', 'close', ' <*>', 'bytes', 'sent', ' <*>', 'bytes', 'received', 'lifetime', ' <*>'], 'E2']
['1198', 'long.open.weixin.qq.com:443', 'close', '1910', 'bytes', 'sent', '276', 'bytes', 'received', 'lifetime', '00:27', [' <*>', 'close', ' <*>', 'bytes', 'sent', ' <*>', 'bytes', 'received', 'lifetime', ' <*>'], 'E2']
['1200', 'long.open.weixin.qq.com:443', 'close', '1910', 'bytes', 'sent', '276', 'bytes', 'received', 'lifetime', '00:27', [' <*>', 'close', ' <*>', 'bytes', 'sent', ' <*>', 'bytes', 'received', 'lifetime', ' <*>'], 'E2']
['1201', 'mtalk.google.com:443', 'close', '985', 'bytes', 'sent', '447', 'bytes', 'received', 'lifetime', '14:59', [' <*>', 'close', ' <*>', 'bytes', 'sent', ' <*>', 'bytes', 'received', 'lifetime', ' <*>'], 'E2']
['1203', 'long.open.weixin.qq.com:443', 'close', '1910', 'bytes', 'sent', '276', 'bytes', 'received', 'lifetime', '00:27', [' <*>', 'close', ' <*>', 'bytes', 'sent', ' <*>', 'bytes', 'received', 'lifetime', ' <*>'], 'E2']
['1205', 'update.googleapis.com:443', 'close', '298', 'bytes', 'sent', '4250', 'bytes', 'received', 'lifetime', '00:00', [' <*>', 'close', ' <*>', 'bytes', 'sent', ' <*>', 'bytes', 'received', 'lifetime', ' <*>'], 'E2']
['1207', 'dl-debug.dropbox.com:443', 'close', '163539', 'bytes', 'sent', '4712', 'bytes', 'received', 'lifetime', '01:02', [' <*>', 'close', ' <*>', 'bytes', 'sent', ' <*>', 'bytes', 'received', 'lifetime', ' <*>'], 'E2']
['1209', 'long.open.weixin.qq.com:443', 'close', '1910', 'bytes', 'sent', '276', 'bytes', 'received', 'lifetime', '00:28', [' <*>', 'close', ' <*>', 'bytes', 'sent', ' <*>', 'bytes', 'received', 'lifetime', ' <*>'], 'E2']
['1210', 'long.open.weixin.qq.com:443', 'close', '1985', 'bytes', 'sent', '4832', 'bytes', 'received', 'lifetime', '00:02', [' <*>', 'close', ' <*>', 'bytes', 'sent', ' <*>', 'bytes', 'received', 'lifetime', ' <*>'], 'E2']
['1211', 'www.google.com.hk:443', 'close', '734', 'bytes', 'sent', '160', 'bytes', 'received', 'lifetime', '00:00', [' <*>', 'close', ' <*>', 'bytes', 'sent', ' <*>', 'bytes', 'received', 'lifetime', ' <*>'], 'E2']
['1214', 'lh4.googleusercontent.com:443', 'close', '471', 'bytes', 'sent', '4692', 'bytes', 'received', 'lifetime', '00:11', [' <*>', 'close', ' <*>', 'bytes', 'sent', ' <*>', 'bytes', 'received', 'lifetime', ' <*>'], 'E2']
['1222', 'info.pinyin.sogou.com:80', 'close', '1020', 'bytes', 'sent', '607', 'bytes', 'received', 'lifetime', '00:30', [' <*>', 'close', ' <*>', 'bytes', 'sent', ' <*>', 'bytes', 'received', 'lifetime', ' <*>'], 'E2']
['1223', 'ping.pinyin.sogou.com:80', 'close', '1109', 'bytes', 'sent', '332', 'bytes', 'received', 'lifetime', '00:32', [' <*>', 'close', ' <*>', 'bytes', 'sent', ' <*>', 'bytes', 'received', 'lifetime', ' <*>'], 'E2']
['1224', 'api.github.com:443', 'close', '0', 'bytes', 'sent', '0', 'bytes', 'received', 'lifetime', '02:02', [' <*>', 'close', ' <*>', 'bytes', 'sent', ' <*>', 'bytes', 'received', 'lifetime', ' <*>'], 'E2']
['1225', 'clients6.google.com:443', 'close', '4318', 'bytes', 'sent', '1951', 'bytes', 'received', 'lifetime', '09:43', [' <*>', 'close', ' <*>', 'bytes', 'sent', ' <*>', 'bytes', 'received', 'lifetime', ' <*>'], 'E2']
['1226', 'www.google.com:443', 'close', '2564', 'bytes', 'sent', '2035', 'bytes', 'received', 'lifetime', '04:37', [' <*>', 'close', ' <*>', 'bytes', 'sent', ' <*>', 'bytes', 'received', 'lifetime', ' <*>'], 'E2']
['1229', 'www.google-analytics.com:443', 'close', '1770', 'bytes', 'sent', '5146', 'bytes', 'received', 'lifetime', '04:02', [' <*>', 'close', ' <*>', 'bytes', 'sent', ' <*>', 'bytes', 'received', 'lifetime', ' <*>'], 'E2']
['1232', 'notifications.google.com:443', 'close', '470', 'bytes', 'sent', '4794', 'bytes', 'received', 'lifetime', '00:10', [' <*>', 'close', ' <*>', 'bytes', 'sent', ' <*>', 'bytes', 'received', 'lifetime', ' <*>'], 'E2']
['1233', 'notifications.google.com:443', 'close', '733', 'bytes', 'sent', '229', 'bytes', 'received', 'lifetime', '00:13', [' <*>', 'close', ' <*>', 'bytes', 'sent', ' <*>', 'bytes', 'received', 'lifetime', ' <*>'], 'E2']
['1234', 'live.github.com:443', 'close', '1207', 'bytes', 'sent', '452', 'bytes', 'received', 'lifetime', '00:01', [' <*>', 'close', ' <*>', 'bytes', 'sent', ' <*>', 'bytes', 'received', 'lifetime', ' <*>'], 'E2']
['1237', 'www.googleapis.com:443', 'close', '1733', 'bytes', 'sent', '1288', 'bytes', 'received', 'lifetime', '04:00', [' <*>', 'close', ' <*>', 'bytes', 'sent', ' <*>', 'bytes', 'received', 'lifetime', ' <*>'], 'E2']
['1238', 'www.google.com.hk:443', 'close', '24256', 'bytes', 'sent', '434160', 'bytes', 'received', 'lifetime', '08:56', [' <*>', 'close', ' <*>', 'bytes', 'sent', ' <*>', 'bytes', 'received', 'lifetime', ' <*>'], 'E2']
['1240', 'play.google.com:443', 'close', '33864', 'bytes', 'sent', '22082', 'bytes', 'received', 'lifetime', '19:00', [' <*>', 'close', ' <*>', 'bytes', 'sent', ' <*>', 'bytes', 'received', 'lifetime', ' <*>'], 'E2']
['1245', 'lh6.googleusercontent.com:443', 'close', '471', 'bytes', 'sent', '4693', 'bytes', 'received', 'lifetime', '00:13', [' <*>', 'close', ' <*>', 'bytes', 'sent', ' <*>', 'bytes', 'received', 'lifetime', ' <*>'], 'E2']
['1246', 'www.gmail.com:443', 'close', '459', 'bytes', 'sent', '4187', 'bytes', 'received', 'lifetime', '00:17', [' <*>', 'close', ' <*>', 'bytes', 'sent', ' <*>', 'bytes', 'received', 'lifetime', ' <*>'], 'E2']
['1247', 'lh6.googleusercontent.com:443', 'close', '471', 'bytes', 'sent', '4694', 'bytes', 'received', 'lifetime', '00:13', [' <*>', 'close', ' <*>', 'bytes', 'sent', ' <*>', 'bytes', 'received', 'lifetime', ' <*>'], 'E2']
['1248', 'plus.google.com:443', 'close', '470', 'bytes', 'sent', '4793', 'bytes', 'received', 'lifetime', '00:16', [' <*>', 'close', ' <*>', 'bytes', 'sent', ' <*>', 'bytes', 'received', 'lifetime', ' <*>'], 'E2']
['1258', 'api.github.com:443', 'close', '674', 'bytes', 'sent', '2132', 'bytes', 'received', 'lifetime', '00:11', [' <*>', 'close', ' <*>', 'bytes', 'sent', ' <*>', 'bytes', 'received', 'lifetime', ' <*>'], 'E2']
['1259', 'apis.google.com:443', 'close', '2498', 'bytes', 'sent', '5835', 'bytes', 'received', 'lifetime', '04:02', [' <*>', 'close', ' <*>', 'bytes', 'sent', ' <*>', 'bytes', 'received', 'lifetime', ' <*>'], 'E2']
['1263', 'pic4.zhimg.com:443', 'close', '330', 'bytes', 'sent', '3763', 'bytes', 'received', 'lifetime', '00:11', [' <*>', 'close', ' <*>', 'bytes', 'sent', ' <*>', 'bytes', 'received', 'lifetime', ' <*>'], 'E2']
['1264', 'zhihu-web-analytics.zhihu.com:443', 'close', '343', 'bytes', 'sent', '3122', 'bytes', 'received', 'lifetime', '00:11', [' <*>', 'close', ' <*>', 'bytes', 'sent', ' <*>', 'bytes', 'received', 'lifetime', ' <*>'], 'E2']
['1265', 'content.googleapis.com:443', 'close', '2094', 'bytes', 'sent', '623', 'bytes', 'received', 'lifetime', '04:00', [' <*>', 'close', ' <*>', 'bytes', 'sent', ' <*>', 'bytes', 'received', 'lifetime', ' <*>'], 'E2']
['1266', 'pubads.g.doubleclick.net:443', 'close', '476', 'bytes', 'sent', '4417', 'bytes', 'received', 'lifetime', '00:14', [' <*>', 'close', ' <*>', 'bytes', 'sent', ' <*>', 'bytes', 'received', 'lifetime', ' <*>'], 'E2']
['1267', 'short.weixin.qq.com:80', 'close', '425', 'bytes', 'sent', '161', 'bytes', 'received', 'lifetime', '00:00', [' <*>', 'close', ' <*>', 'bytes', 'sent', ' <*>', 'bytes', 'received', 'lifetime', ' <*>'], 'E2']
['1274', 'api.github.com:443', 'close', '328', 'bytes', 'sent', '3642', 'bytes', 'received', 'lifetime', '00:16', [' <*>', 'close', ' <*>', 'bytes', 'sent', ' <*>', 'bytes', 'received', 'lifetime', ' <*>'], 'E2']
['1275', 'clients1.google.com:443', 'close', '939', 'bytes', 'sent', '5532', 'bytes', 'received', 'lifetime', '04:00', [' <*>', 'close', ' <*>', 'bytes', 'sent', ' <*>', 'bytes', 'received', 'lifetime', ' <*>'], 'E2']
['1276', 'user-images.githubusercontent.com:443', 'close', '335', 'bytes', 'sent', '4369', 'bytes', 'received', 'lifetime', '03:15', [' <*>', 'close', ' <*>', 'bytes', 'sent', ' <*>', 'bytes', 'received', 'lifetime', ' <*>'], 'E2']
['1277', 'user-images.githubusercontent.com:443', 'close', '335', 'bytes', 'sent', '4369', 'bytes', 'received', 'lifetime', '03:15', [' <*>', 'close', ' <*>', 'bytes', 'sent', ' <*>', 'bytes', 'received', 'lifetime', ' <*>'], 'E2']
['1279', 'clients6.google.com:443', 'close', '568', 'bytes', 'sent', '156', 'bytes', 'received', 'lifetime', '00:00', [' <*>', 'close', ' <*>', 'bytes', 'sent', ' <*>', 'bytes', 'received', 'lifetime', ' <*>'], 'E2']
['1280', '12.client-channel.google.com:443', 'close', '474', 'bytes', 'sent', '4042', 'bytes', 'received', 'lifetime', '00:00', [' <*>', 'close', ' <*>', 'bytes', 'sent', ' <*>', 'bytes', 'received', 'lifetime', ' <*>'], 'E2']
['1281', 'csi.gstatic.com:443', 'close', '733', 'bytes', 'sent', '229', 'bytes', 'received', 'lifetime', '00:13', [' <*>', 'close', ' <*>', 'bytes', 'sent', ' <*>', 'bytes', 'received', 'lifetime', ' <*>'], 'E2']
['1282', 'lh6.googleusercontent.com:443', 'close', '471', 'bytes', 'sent', '4693', 'bytes', 'received', 'lifetime', '00:12', [' <*>', 'close', ' <*>', 'bytes', 'sent', ' <*>', 'bytes', 'received', 'lifetime', ' <*>'], 'E2']
['1284', 'csi.gstatic.com:443', 'close', '0', 'bytes', 'sent', '0', 'bytes', 'received', 'lifetime', '00:11', [' <*>', 'close', ' <*>', 'bytes', 'sent', ' <*>', 'bytes', 'received', 'lifetime', ' <*>'], 'E2']
['1285', 'fonts.gstatic.com:443', 'close', '463', 'bytes', 'sent', '4786', 'bytes', 'received', 'lifetime', '00:23', [' <*>', 'close', ' <*>', 'bytes', 'sent', ' <*>', 'bytes', 'received', 'lifetime', ' <*>'], 'E2']
['1298', 'www.zhihu.com:443', 'close', '1685', 'bytes', 'sent', '10151', 'bytes', 'received', 'lifetime', '05:03', [' <*>', 'close', ' <*>', 'bytes', 'sent', ' <*>', 'bytes', 'received', 'lifetime', ' <*>'], 'E2']
['1299', 'd0.sina.com.cn:443', 'close', '328', 'bytes', 'sent', '3654', 'bytes', 'received', 'lifetime', '00:00', [' <*>', 'close', ' <*>', 'bytes', 'sent', ' <*>', 'bytes', 'received', 'lifetime', ' <*>'], 'E2']
['1300', 'contentrecommend-out.uve.weibo.com:443', 'close', '0', 'bytes', 'sent', '0', 'bytes', 'received', 'lifetime', '00:10', [' <*>', 'close', ' <*>', 'bytes', 'sent', ' <*>', 'bytes', 'received', 'lifetime', ' <*>'], 'E2']
['1304', 'tvax1.sinaimg.cn:80', 'close', '909', 'bytes', 'sent', '3467', 'bytes', 'received', 'lifetime', '00:16', [' <*>', 'close', ' <*>', 'bytes', 'sent', ' <*>', 'bytes', 'received', 'lifetime', ' <*>'], 'E2']
['1305', 'rs.sinajs.cn:80', 'close', '1187', 'bytes', 'sent', '472', 'bytes', 'received', 'lifetime', '00:12', [' <*>', 'close', ' <*>', 'bytes', 'sent', ' <*>', 'bytes', 'received', 'lifetime', ' <*>'], 'E2']
['1307', 'news.sina.com.cn:80', 'close', '0', 'bytes', 'sent', '0', 'bytes', 'received', 'lifetime', '00:21', [' <*>', 'close', ' <*>', 'bytes', 'sent', ' <*>', 'bytes', 'received', 'lifetime', ' <*>'], 'E2']
['1308', 'm.simba.taobao.com:443', 'close', '0', 'bytes', 'sent', '0', 'bytes', 'received', 'lifetime', '00:26', [' <*>', 'close', ' <*>', 'bytes', 'sent', ' <*>', 'bytes', 'received', 'lifetime', ' <*>'], 'E2']
['1310', 'strip.alicdn.com:443', 'close', '330', 'bytes', 'sent', '3332', 'bytes', 'received', 'lifetime', '00:30', [' <*>', 'close', ' <*>', 'bytes', 'sent', ' <*>', 'bytes', 'received', 'lifetime', ' <*>'], 'E2']
['1311', 'dslb.cdn.krcom.cn:80', 'close', '446', 'bytes', 'sent', '195160', 'bytes', 'received', 'lifetime', '00:59', [' <*>', 'close', ' <*>', 'bytes', 'sent', ' <*>', 'bytes', 'received', 'lifetime', ' <*>'], 'E2']
['1312', 'strip.alicdn.com:80', 'close', '1596', 'bytes', 'sent', '29034', 'bytes', 'received', 'lifetime', '02:00', [' <*>', 'close', ' <*>', 'bytes', 'sent', ' <*>', 'bytes', 'received', 'lifetime', ' <*>'], 'E2']
['1313', 'gtms03.alicdn.com:80', 'close', '399', 'bytes', 'sent', '498', 'bytes', 'received', 'lifetime', '02:06', [' <*>', 'close', ' <*>', 'bytes', 'sent', ' <*>', 'bytes', 'received', 'lifetime', ' <*>'], 'E2']
['1314', 'rm.api.weibo.com:80', 'close', '0', 'bytes', 'sent', '0', 'bytes', 'received', 'lifetime', '00:05', [' <*>', 'close', ' <*>', 'bytes', 'sent', ' <*>', 'bytes', 'received', 'lifetime', ' <*>'], 'E2']
['1316', 'www.weibo.com:80', 'close', '11058', 'bytes', 'sent', '451', 'bytes', 'received', 'lifetime', '00:07', [' <*>', 'close', ' <*>', 'bytes', 'sent', ' <*>', 'bytes', 'received', 'lifetime', ' <*>'], 'E2']
['1317', 'www.weibo.com:80', 'close', '2741', 'bytes', 'sent', '4016', 'bytes', 'received', 'lifetime', '00:08', [' <*>', 'close', ' <*>', 'bytes', 'sent', ' <*>', 'bytes', 'received', 'lifetime', ' <*>'], 'E2']
['1318', 'www.google.com:443', 'close', '2285', 'bytes', 'sent', '1184', 'bytes', 'received', 'lifetime', '04:03', [' <*>', 'close', ' <*>', 'bytes', 'sent', ' <*>', 'bytes', 'received', 'lifetime', ' <*>'], 'E2']
['1319', 'people-pa.clients6.google.com:443', 'close', '4301', 'bytes', 'sent', '15401', 'bytes', 'received', 'lifetime', '04:01', [' <*>', 'close', ' <*>', 'bytes', 'sent', ' <*>', 'bytes', 'received', 'lifetime', ' <*>'], 'E2']
['1321', 'api.github.com:443', 'close', '797', 'bytes', 'sent', '4670', 'bytes', 'received', 'lifetime', '00:11', [' <*>', 'close', ' <*>', 'bytes', 'sent', ' <*>', 'bytes', 'received', 'lifetime', ' <*>'], 'E2']
['1325', 'notifications.google.com:443', 'close', '19334', 'bytes', 'sent', '8031', 'bytes', 'received', 'lifetime', '09:21', [' <*>', 'close', ' <*>', 'bytes', 'sent', ' <*>', 'bytes', 'received', 'lifetime', ' <*>'], 'E2']
['1326', 'collector.githubapp.com:443', 'close', '0', 'bytes', 'sent', '0', 'bytes', 'received', 'lifetime', '00:16', [' <*>', 'close', ' <*>', 'bytes', 'sent', ' <*>', 'bytes', 'received', 'lifetime', ' <*>'], 'E2']
['1328', 'data.grammarly.com:443', 'close', '1277', 'bytes', 'sent', '3833', 'bytes', 'received', 'lifetime', '00:11', [' <*>', 'close', ' <*>', 'bytes', 'sent', ' <*>', 'bytes', 'received', 'lifetime', ' <*>'], 'E2']
['1329', 'github.com:443', 'close', '9626', 'bytes', 'sent', '287127', 'bytes', 'received', 'lifetime', '00:34', [' <*>', 'close', ' <*>', 'bytes', 'sent', ' <*>', 'bytes', 'received', 'lifetime', ' <*>'], 'E2']
['1330', 'github.com:443', 'close', '0', 'bytes', 'sent', '0', 'bytes', 'received', 'lifetime', '00:30', [' <*>', 'close', ' <*>', 'bytes', 'sent', ' <*>', 'bytes', 'received', 'lifetime', ' <*>'], 'E2']
['1332', '13.client-channel.google.com:443', 'close', '474', 'bytes', 'sent', '4464', 'bytes', 'received', 'lifetime', '01:30', [' <*>', 'close', ' <*>', 'bytes', 'sent', ' <*>', 'bytes', 'received', 'lifetime', ' <*>'], 'E2']
['1335', 'people-pa.clients6.google.com:443', 'close', '5267', 'bytes', 'sent', '17802', 'bytes', 'received', 'lifetime', '04:01', [' <*>', 'close', ' <*>', 'bytes', 'sent', ' <*>', 'bytes', 'received', 'lifetime', ' <*>'], 'E2']
['1336', 'assets-cdn.github.com:443', 'close', '1227', 'bytes', 'sent', '4890', 'bytes', 'received', 'lifetime', '06:19', [' <*>', 'close', ' <*>', 'bytes', 'sent', ' <*>', 'bytes', 'received', 'lifetime', ' <*>'], 'E2']
['1337', 'lh3.googleusercontent.com:443', 'close', '2694', 'bytes', 'sent', '8050', 'bytes', 'received', 'lifetime', '07:03', [' <*>', 'close', ' <*>', 'bytes', 'sent', ' <*>', 'bytes', 'received', 'lifetime', ' <*>'], 'E2']
['1338', 'icauh.youdao.com:80', 'close', '413', 'bytes', 'sent', '534', 'bytes', 'received', 'lifetime', '00:05', [' <*>', 'close', ' <*>', 'bytes', 'sent', ' <*>', 'bytes', 'received', 'lifetime', ' <*>'], 'E2']
['1340', 'api.github.com:443', 'close', '797', 'bytes', 'sent', '4814', 'bytes', 'received', 'lifetime', '00:11', [' <*>', 'close', ' <*>', 'bytes', 'sent', ' <*>', 'bytes', 'received', 'lifetime', ' <*>'], 'E2']
