['0', 'created', 'mrappmaster', 'for', 'application', 'appattempt_1445144423722_0020_000001', ['created', 'mrappmaster', 'for', 'application', 'appattempt_1445144423722_0020_000001'], 'E0']
['1758', 'failed', 'to', 'renew', 'lease', 'for', '[dfsclient_nonmapreduce_1537864556_1]', 'for', '288', 'seconds.', 'will', 'retry', 'shortly', '...', ['failed', 'to', 'renew', 'lease', 'for', '[dfsclient_nonmapreduce_1537864556_1]', 'for', ' <*>', 'seconds.', 'will', 'retry', 'shortly', '...'], 'E107']
['1762', 'failed', 'to', 'renew', 'lease', 'for', '[dfsclient_nonmapreduce_1537864556_1]', 'for', '289', 'seconds.', 'will', 'retry', 'shortly', '...', ['failed', 'to', 'renew', 'lease', 'for', '[dfsclient_nonmapreduce_1537864556_1]', 'for', ' <*>', 'seconds.', 'will', 'retry', 'shortly', '...'], 'E107']
['1765', 'failed', 'to', 'renew', 'lease', 'for', '[dfsclient_nonmapreduce_1537864556_1]', 'for', '290', 'seconds.', 'will', 'retry', 'shortly', '...', ['failed', 'to', 'renew', 'lease', 'for', '[dfsclient_nonmapreduce_1537864556_1]', 'for', ' <*>', 'seconds.', 'will', 'retry', 'shortly', '...'], 'E107']
['1769', 'failed', 'to', 'renew', 'lease', 'for', '[dfsclient_nonmapreduce_1537864556_1]', 'for', '291', 'seconds.', 'will', 'retry', 'shortly', '...', ['failed', 'to', 'renew', 'lease', 'for', '[dfsclient_nonmapreduce_1537864556_1]', 'for', ' <*>', 'seconds.', 'will', 'retry', 'shortly', '...'], 'E107']
['1772', 'failed', 'to', 'renew', 'lease', 'for', '[dfsclient_nonmapreduce_1537864556_1]', 'for', '292', 'seconds.', 'will', 'retry', 'shortly', '...', ['failed', 'to', 'renew', 'lease', 'for', '[dfsclient_nonmapreduce_1537864556_1]', 'for', ' <*>', 'seconds.', 'will', 'retry', 'shortly', '...'], 'E107']
['1776', 'failed', 'to', 'renew', 'lease', 'for', '[dfsclient_nonmapreduce_1537864556_1]', 'for', '293', 'seconds.', 'will', 'retry', 'shortly', '...', ['failed', 'to', 'renew', 'lease', 'for', '[dfsclient_nonmapreduce_1537864556_1]', 'for', ' <*>', 'seconds.', 'will', 'retry', 'shortly', '...'], 'E107']
['1779', 'failed', 'to', 'renew', 'lease', 'for', '[dfsclient_nonmapreduce_1537864556_1]', 'for', '294', 'seconds.', 'will', 'retry', 'shortly', '...', ['failed', 'to', 'renew', 'lease', 'for', '[dfsclient_nonmapreduce_1537864556_1]', 'for', ' <*>', 'seconds.', 'will', 'retry', 'shortly', '...'], 'E107']
['1783', 'failed', 'to', 'renew', 'lease', 'for', '[dfsclient_nonmapreduce_1537864556_1]', 'for', '295', 'seconds.', 'will', 'retry', 'shortly', '...', ['failed', 'to', 'renew', 'lease', 'for', '[dfsclient_nonmapreduce_1537864556_1]', 'for', ' <*>', 'seconds.', 'will', 'retry', 'shortly', '...'], 'E107']
['1786', 'failed', 'to', 'renew', 'lease', 'for', '[dfsclient_nonmapreduce_1537864556_1]', 'for', '296', 'seconds.', 'will', 'retry', 'shortly', '...', ['failed', 'to', 'renew', 'lease', 'for', '[dfsclient_nonmapreduce_1537864556_1]', 'for', ' <*>', 'seconds.', 'will', 'retry', 'shortly', '...'], 'E107']
['1790', 'failed', 'to', 'renew', 'lease', 'for', '[dfsclient_nonmapreduce_1537864556_1]', 'for', '297', 'seconds.', 'will', 'retry', 'shortly', '...', ['failed', 'to', 'renew', 'lease', 'for', '[dfsclient_nonmapreduce_1537864556_1]', 'for', ' <*>', 'seconds.', 'will', 'retry', 'shortly', '...'], 'E107']
['1793', 'failed', 'to', 'renew', 'lease', 'for', '[dfsclient_nonmapreduce_1537864556_1]', 'for', '298', 'seconds.', 'will', 'retry', 'shortly', '...', ['failed', 'to', 'renew', 'lease', 'for', '[dfsclient_nonmapreduce_1537864556_1]', 'for', ' <*>', 'seconds.', 'will', 'retry', 'shortly', '...'], 'E107']
['1797', 'failed', 'to', 'renew', 'lease', 'for', '[dfsclient_nonmapreduce_1537864556_1]', 'for', '299', 'seconds.', 'will', 'retry', 'shortly', '...', ['failed', 'to', 'renew', 'lease', 'for', '[dfsclient_nonmapreduce_1537864556_1]', 'for', ' <*>', 'seconds.', 'will', 'retry', 'shortly', '...'], 'E107']
['1800', 'failed', 'to', 'renew', 'lease', 'for', '[dfsclient_nonmapreduce_1537864556_1]', 'for', '300', 'seconds.', 'will', 'retry', 'shortly', '...', ['failed', 'to', 'renew', 'lease', 'for', '[dfsclient_nonmapreduce_1537864556_1]', 'for', ' <*>', 'seconds.', 'will', 'retry', 'shortly', '...'], 'E107']
['1804', 'failed', 'to', 'renew', 'lease', 'for', '[dfsclient_nonmapreduce_1537864556_1]', 'for', '301', 'seconds.', 'will', 'retry', 'shortly', '...', ['failed', 'to', 'renew', 'lease', 'for', '[dfsclient_nonmapreduce_1537864556_1]', 'for', ' <*>', 'seconds.', 'will', 'retry', 'shortly', '...'], 'E107']
['1807', 'failed', 'to', 'renew', 'lease', 'for', '[dfsclient_nonmapreduce_1537864556_1]', 'for', '302', 'seconds.', 'will', 'retry', 'shortly', '...', ['failed', 'to', 'renew', 'lease', 'for', '[dfsclient_nonmapreduce_1537864556_1]', 'for', ' <*>', 'seconds.', 'will', 'retry', 'shortly', '...'], 'E107']
['1811', 'failed', 'to', 'renew', 'lease', 'for', '[dfsclient_nonmapreduce_1537864556_1]', 'for', '303', 'seconds.', 'will', 'retry', 'shortly', '...', ['failed', 'to', 'renew', 'lease', 'for', '[dfsclient_nonmapreduce_1537864556_1]', 'for', ' <*>', 'seconds.', 'will', 'retry', 'shortly', '...'], 'E107']
['1814', 'failed', 'to', 'renew', 'lease', 'for', '[dfsclient_nonmapreduce_1537864556_1]', 'for', '304', 'seconds.', 'will', 'retry', 'shortly', '...', ['failed', 'to', 'renew', 'lease', 'for', '[dfsclient_nonmapreduce_1537864556_1]', 'for', ' <*>', 'seconds.', 'will', 'retry', 'shortly', '...'], 'E107']
['1818', 'failed', 'to', 'renew', 'lease', 'for', '[dfsclient_nonmapreduce_1537864556_1]', 'for', '305', 'seconds.', 'will', 'retry', 'shortly', '...', ['failed', 'to', 'renew', 'lease', 'for', '[dfsclient_nonmapreduce_1537864556_1]', 'for', ' <*>', 'seconds.', 'will', 'retry', 'shortly', '...'], 'E107']
['1821', 'failed', 'to', 'renew', 'lease', 'for', '[dfsclient_nonmapreduce_1537864556_1]', 'for', '306', 'seconds.', 'will', 'retry', 'shortly', '...', ['failed', 'to', 'renew', 'lease', 'for', '[dfsclient_nonmapreduce_1537864556_1]', 'for', ' <*>', 'seconds.', 'will', 'retry', 'shortly', '...'], 'E107']
['1825', 'failed', 'to', 'renew', 'lease', 'for', '[dfsclient_nonmapreduce_1537864556_1]', 'for', '307', 'seconds.', 'will', 'retry', 'shortly', '...', ['failed', 'to', 'renew', 'lease', 'for', '[dfsclient_nonmapreduce_1537864556_1]', 'for', ' <*>', 'seconds.', 'will', 'retry', 'shortly', '...'], 'E107']
['1828', 'failed', 'to', 'renew', 'lease', 'for', '[dfsclient_nonmapreduce_1537864556_1]', 'for', '308', 'seconds.', 'will', 'retry', 'shortly', '...', ['failed', 'to', 'renew', 'lease', 'for', '[dfsclient_nonmapreduce_1537864556_1]', 'for', ' <*>', 'seconds.', 'will', 'retry', 'shortly', '...'], 'E107']
['1832', 'failed', 'to', 'renew', 'lease', 'for', '[dfsclient_nonmapreduce_1537864556_1]', 'for', '309', 'seconds.', 'will', 'retry', 'shortly', '...', ['failed', 'to', 'renew', 'lease', 'for', '[dfsclient_nonmapreduce_1537864556_1]', 'for', ' <*>', 'seconds.', 'will', 'retry', 'shortly', '...'], 'E107']
['1835', 'failed', 'to', 'renew', 'lease', 'for', '[dfsclient_nonmapreduce_1537864556_1]', 'for', '310', 'seconds.', 'will', 'retry', 'shortly', '...', ['failed', 'to', 'renew', 'lease', 'for', '[dfsclient_nonmapreduce_1537864556_1]', 'for', ' <*>', 'seconds.', 'will', 'retry', 'shortly', '...'], 'E107']
['1839', 'failed', 'to', 'renew', 'lease', 'for', '[dfsclient_nonmapreduce_1537864556_1]', 'for', '311', 'seconds.', 'will', 'retry', 'shortly', '...', ['failed', 'to', 'renew', 'lease', 'for', '[dfsclient_nonmapreduce_1537864556_1]', 'for', ' <*>', 'seconds.', 'will', 'retry', 'shortly', '...'], 'E107']
['1842', 'failed', 'to', 'renew', 'lease', 'for', '[dfsclient_nonmapreduce_1537864556_1]', 'for', '312', 'seconds.', 'will', 'retry', 'shortly', '...', ['failed', 'to', 'renew', 'lease', 'for', '[dfsclient_nonmapreduce_1537864556_1]', 'for', ' <*>', 'seconds.', 'will', 'retry', 'shortly', '...'], 'E107']
['1846', 'failed', 'to', 'renew', 'lease', 'for', '[dfsclient_nonmapreduce_1537864556_1]', 'for', '313', 'seconds.', 'will', 'retry', 'shortly', '...', ['failed', 'to', 'renew', 'lease', 'for', '[dfsclient_nonmapreduce_1537864556_1]', 'for', ' <*>', 'seconds.', 'will', 'retry', 'shortly', '...'], 'E107']
['1849', 'failed', 'to', 'renew', 'lease', 'for', '[dfsclient_nonmapreduce_1537864556_1]', 'for', '314', 'seconds.', 'will', 'retry', 'shortly', '...', ['failed', 'to', 'renew', 'lease', 'for', '[dfsclient_nonmapreduce_1537864556_1]', 'for', ' <*>', 'seconds.', 'will', 'retry', 'shortly', '...'], 'E107']
['1853', 'failed', 'to', 'renew', 'lease', 'for', '[dfsclient_nonmapreduce_1537864556_1]', 'for', '315', 'seconds.', 'will', 'retry', 'shortly', '...', ['failed', 'to', 'renew', 'lease', 'for', '[dfsclient_nonmapreduce_1537864556_1]', 'for', ' <*>', 'seconds.', 'will', 'retry', 'shortly', '...'], 'E107']
['1856', 'failed', 'to', 'renew', 'lease', 'for', '[dfsclient_nonmapreduce_1537864556_1]', 'for', '316', 'seconds.', 'will', 'retry', 'shortly', '...', ['failed', 'to', 'renew', 'lease', 'for', '[dfsclient_nonmapreduce_1537864556_1]', 'for', ' <*>', 'seconds.', 'will', 'retry', 'shortly', '...'], 'E107']
['1860', 'failed', 'to', 'renew', 'lease', 'for', '[dfsclient_nonmapreduce_1537864556_1]', 'for', '317', 'seconds.', 'will', 'retry', 'shortly', '...', ['failed', 'to', 'renew', 'lease', 'for', '[dfsclient_nonmapreduce_1537864556_1]', 'for', ' <*>', 'seconds.', 'will', 'retry', 'shortly', '...'], 'E107']
['1863', 'failed', 'to', 'renew', 'lease', 'for', '[dfsclient_nonmapreduce_1537864556_1]', 'for', '318', 'seconds.', 'will', 'retry', 'shortly', '...', ['failed', 'to', 'renew', 'lease', 'for', '[dfsclient_nonmapreduce_1537864556_1]', 'for', ' <*>', 'seconds.', 'will', 'retry', 'shortly', '...'], 'E107']
['1867', 'failed', 'to', 'renew', 'lease', 'for', '[dfsclient_nonmapreduce_1537864556_1]', 'for', '319', 'seconds.', 'will', 'retry', 'shortly', '...', ['failed', 'to', 'renew', 'lease', 'for', '[dfsclient_nonmapreduce_1537864556_1]', 'for', ' <*>', 'seconds.', 'will', 'retry', 'shortly', '...'], 'E107']
['1870', 'failed', 'to', 'renew', 'lease', 'for', '[dfsclient_nonmapreduce_1537864556_1]', 'for', '320', 'seconds.', 'will', 'retry', 'shortly', '...', ['failed', 'to', 'renew', 'lease', 'for', '[dfsclient_nonmapreduce_1537864556_1]', 'for', ' <*>', 'seconds.', 'will', 'retry', 'shortly', '...'], 'E107']
['1874', 'failed', 'to', 'renew', 'lease', 'for', '[dfsclient_nonmapreduce_1537864556_1]', 'for', '321', 'seconds.', 'will', 'retry', 'shortly', '...', ['failed', 'to', 'renew', 'lease', 'for', '[dfsclient_nonmapreduce_1537864556_1]', 'for', ' <*>', 'seconds.', 'will', 'retry', 'shortly', '...'], 'E107']
['1877', 'failed', 'to', 'renew', 'lease', 'for', '[dfsclient_nonmapreduce_1537864556_1]', 'for', '322', 'seconds.', 'will', 'retry', 'shortly', '...', ['failed', 'to', 'renew', 'lease', 'for', '[dfsclient_nonmapreduce_1537864556_1]', 'for', ' <*>', 'seconds.', 'will', 'retry', 'shortly', '...'], 'E107']
['1881', 'failed', 'to', 'renew', 'lease', 'for', '[dfsclient_nonmapreduce_1537864556_1]', 'for', '323', 'seconds.', 'will', 'retry', 'shortly', '...', ['failed', 'to', 'renew', 'lease', 'for', '[dfsclient_nonmapreduce_1537864556_1]', 'for', ' <*>', 'seconds.', 'will', 'retry', 'shortly', '...'], 'E107']
['1884', 'failed', 'to', 'renew', 'lease', 'for', '[dfsclient_nonmapreduce_1537864556_1]', 'for', '324', 'seconds.', 'will', 'retry', 'shortly', '...', ['failed', 'to', 'renew', 'lease', 'for', '[dfsclient_nonmapreduce_1537864556_1]', 'for', ' <*>', 'seconds.', 'will', 'retry', 'shortly', '...'], 'E107']
['1888', 'failed', 'to', 'renew', 'lease', 'for', '[dfsclient_nonmapreduce_1537864556_1]', 'for', '325', 'seconds.', 'will', 'retry', 'shortly', '...', ['failed', 'to', 'renew', 'lease', 'for', '[dfsclient_nonmapreduce_1537864556_1]', 'for', ' <*>', 'seconds.', 'will', 'retry', 'shortly', '...'], 'E107']
['1891', 'failed', 'to', 'renew', 'lease', 'for', '[dfsclient_nonmapreduce_1537864556_1]', 'for', '326', 'seconds.', 'will', 'retry', 'shortly', '...', ['failed', 'to', 'renew', 'lease', 'for', '[dfsclient_nonmapreduce_1537864556_1]', 'for', ' <*>', 'seconds.', 'will', 'retry', 'shortly', '...'], 'E107']
['1895', 'failed', 'to', 'renew', 'lease', 'for', '[dfsclient_nonmapreduce_1537864556_1]', 'for', '327', 'seconds.', 'will', 'retry', 'shortly', '...', ['failed', 'to', 'renew', 'lease', 'for', '[dfsclient_nonmapreduce_1537864556_1]', 'for', ' <*>', 'seconds.', 'will', 'retry', 'shortly', '...'], 'E107']
['1898', 'failed', 'to', 'renew', 'lease', 'for', '[dfsclient_nonmapreduce_1537864556_1]', 'for', '328', 'seconds.', 'will', 'retry', 'shortly', '...', ['failed', 'to', 'renew', 'lease', 'for', '[dfsclient_nonmapreduce_1537864556_1]', 'for', ' <*>', 'seconds.', 'will', 'retry', 'shortly', '...'], 'E107']
['1902', 'failed', 'to', 'renew', 'lease', 'for', '[dfsclient_nonmapreduce_1537864556_1]', 'for', '329', 'seconds.', 'will', 'retry', 'shortly', '...', ['failed', 'to', 'renew', 'lease', 'for', '[dfsclient_nonmapreduce_1537864556_1]', 'for', ' <*>', 'seconds.', 'will', 'retry', 'shortly', '...'], 'E107']
['1905', 'failed', 'to', 'renew', 'lease', 'for', '[dfsclient_nonmapreduce_1537864556_1]', 'for', '330', 'seconds.', 'will', 'retry', 'shortly', '...', ['failed', 'to', 'renew', 'lease', 'for', '[dfsclient_nonmapreduce_1537864556_1]', 'for', ' <*>', 'seconds.', 'will', 'retry', 'shortly', '...'], 'E107']
['1909', 'failed', 'to', 'renew', 'lease', 'for', '[dfsclient_nonmapreduce_1537864556_1]', 'for', '331', 'seconds.', 'will', 'retry', 'shortly', '...', ['failed', 'to', 'renew', 'lease', 'for', '[dfsclient_nonmapreduce_1537864556_1]', 'for', ' <*>', 'seconds.', 'will', 'retry', 'shortly', '...'], 'E107']
['1912', 'failed', 'to', 'renew', 'lease', 'for', '[dfsclient_nonmapreduce_1537864556_1]', 'for', '332', 'seconds.', 'will', 'retry', 'shortly', '...', ['failed', 'to', 'renew', 'lease', 'for', '[dfsclient_nonmapreduce_1537864556_1]', 'for', ' <*>', 'seconds.', 'will', 'retry', 'shortly', '...'], 'E107']
['1916', 'failed', 'to', 'renew', 'lease', 'for', '[dfsclient_nonmapreduce_1537864556_1]', 'for', '333', 'seconds.', 'will', 'retry', 'shortly', '...', ['failed', 'to', 'renew', 'lease', 'for', '[dfsclient_nonmapreduce_1537864556_1]', 'for', ' <*>', 'seconds.', 'will', 'retry', 'shortly', '...'], 'E107']
['1919', 'failed', 'to', 'renew', 'lease', 'for', '[dfsclient_nonmapreduce_1537864556_1]', 'for', '334', 'seconds.', 'will', 'retry', 'shortly', '...', ['failed', 'to', 'renew', 'lease', 'for', '[dfsclient_nonmapreduce_1537864556_1]', 'for', ' <*>', 'seconds.', 'will', 'retry', 'shortly', '...'], 'E107']
['1923', 'failed', 'to', 'renew', 'lease', 'for', '[dfsclient_nonmapreduce_1537864556_1]', 'for', '335', 'seconds.', 'will', 'retry', 'shortly', '...', ['failed', 'to', 'renew', 'lease', 'for', '[dfsclient_nonmapreduce_1537864556_1]', 'for', ' <*>', 'seconds.', 'will', 'retry', 'shortly', '...'], 'E107']
['1926', 'failed', 'to', 'renew', 'lease', 'for', '[dfsclient_nonmapreduce_1537864556_1]', 'for', '336', 'seconds.', 'will', 'retry', 'shortly', '...', ['failed', 'to', 'renew', 'lease', 'for', '[dfsclient_nonmapreduce_1537864556_1]', 'for', ' <*>', 'seconds.', 'will', 'retry', 'shortly', '...'], 'E107']
['1930', 'failed', 'to', 'renew', 'lease', 'for', '[dfsclient_nonmapreduce_1537864556_1]', 'for', '337', 'seconds.', 'will', 'retry', 'shortly', '...', ['failed', 'to', 'renew', 'lease', 'for', '[dfsclient_nonmapreduce_1537864556_1]', 'for', ' <*>', 'seconds.', 'will', 'retry', 'shortly', '...'], 'E107']
['1933', 'failed', 'to', 'renew', 'lease', 'for', '[dfsclient_nonmapreduce_1537864556_1]', 'for', '338', 'seconds.', 'will', 'retry', 'shortly', '...', ['failed', 'to', 'renew', 'lease', 'for', '[dfsclient_nonmapreduce_1537864556_1]', 'for', ' <*>', 'seconds.', 'will', 'retry', 'shortly', '...'], 'E107']
['1937', 'failed', 'to', 'renew', 'lease', 'for', '[dfsclient_nonmapreduce_1537864556_1]', 'for', '339', 'seconds.', 'will', 'retry', 'shortly', '...', ['failed', 'to', 'renew', 'lease', 'for', '[dfsclient_nonmapreduce_1537864556_1]', 'for', ' <*>', 'seconds.', 'will', 'retry', 'shortly', '...'], 'E107']
['1940', 'failed', 'to', 'renew', 'lease', 'for', '[dfsclient_nonmapreduce_1537864556_1]', 'for', '340', 'seconds.', 'will', 'retry', 'shortly', '...', ['failed', 'to', 'renew', 'lease', 'for', '[dfsclient_nonmapreduce_1537864556_1]', 'for', ' <*>', 'seconds.', 'will', 'retry', 'shortly', '...'], 'E107']
['1944', 'failed', 'to', 'renew', 'lease', 'for', '[dfsclient_nonmapreduce_1537864556_1]', 'for', '341', 'seconds.', 'will', 'retry', 'shortly', '...', ['failed', 'to', 'renew', 'lease', 'for', '[dfsclient_nonmapreduce_1537864556_1]', 'for', ' <*>', 'seconds.', 'will', 'retry', 'shortly', '...'], 'E107']
['1947', 'failed', 'to', 'renew', 'lease', 'for', '[dfsclient_nonmapreduce_1537864556_1]', 'for', '342', 'seconds.', 'will', 'retry', 'shortly', '...', ['failed', 'to', 'renew', 'lease', 'for', '[dfsclient_nonmapreduce_1537864556_1]', 'for', ' <*>', 'seconds.', 'will', 'retry', 'shortly', '...'], 'E107']
['1951', 'failed', 'to', 'renew', 'lease', 'for', '[dfsclient_nonmapreduce_1537864556_1]', 'for', '343', 'seconds.', 'will', 'retry', 'shortly', '...', ['failed', 'to', 'renew', 'lease', 'for', '[dfsclient_nonmapreduce_1537864556_1]', 'for', ' <*>', 'seconds.', 'will', 'retry', 'shortly', '...'], 'E107']
['1954', 'failed', 'to', 'renew', 'lease', 'for', '[dfsclient_nonmapreduce_1537864556_1]', 'for', '344', 'seconds.', 'will', 'retry', 'shortly', '...', ['failed', 'to', 'renew', 'lease', 'for', '[dfsclient_nonmapreduce_1537864556_1]', 'for', ' <*>', 'seconds.', 'will', 'retry', 'shortly', '...'], 'E107']
['1958', 'failed', 'to', 'renew', 'lease', 'for', '[dfsclient_nonmapreduce_1537864556_1]', 'for', '345', 'seconds.', 'will', 'retry', 'shortly', '...', ['failed', 'to', 'renew', 'lease', 'for', '[dfsclient_nonmapreduce_1537864556_1]', 'for', ' <*>', 'seconds.', 'will', 'retry', 'shortly', '...'], 'E107']
['1961', 'failed', 'to', 'renew', 'lease', 'for', '[dfsclient_nonmapreduce_1537864556_1]', 'for', '346', 'seconds.', 'will', 'retry', 'shortly', '...', ['failed', 'to', 'renew', 'lease', 'for', '[dfsclient_nonmapreduce_1537864556_1]', 'for', ' <*>', 'seconds.', 'will', 'retry', 'shortly', '...'], 'E107']
['1965', 'failed', 'to', 'renew', 'lease', 'for', '[dfsclient_nonmapreduce_1537864556_1]', 'for', '347', 'seconds.', 'will', 'retry', 'shortly', '...', ['failed', 'to', 'renew', 'lease', 'for', '[dfsclient_nonmapreduce_1537864556_1]', 'for', ' <*>', 'seconds.', 'will', 'retry', 'shortly', '...'], 'E107']
['1968', 'failed', 'to', 'renew', 'lease', 'for', '[dfsclient_nonmapreduce_1537864556_1]', 'for', '348', 'seconds.', 'will', 'retry', 'shortly', '...', ['failed', 'to', 'renew', 'lease', 'for', '[dfsclient_nonmapreduce_1537864556_1]', 'for', ' <*>', 'seconds.', 'will', 'retry', 'shortly', '...'], 'E107']
['1972', 'failed', 'to', 'renew', 'lease', 'for', '[dfsclient_nonmapreduce_1537864556_1]', 'for', '349', 'seconds.', 'will', 'retry', 'shortly', '...', ['failed', 'to', 'renew', 'lease', 'for', '[dfsclient_nonmapreduce_1537864556_1]', 'for', ' <*>', 'seconds.', 'will', 'retry', 'shortly', '...'], 'E107']
['1975', 'failed', 'to', 'renew', 'lease', 'for', '[dfsclient_nonmapreduce_1537864556_1]', 'for', '350', 'seconds.', 'will', 'retry', 'shortly', '...', ['failed', 'to', 'renew', 'lease', 'for', '[dfsclient_nonmapreduce_1537864556_1]', 'for', ' <*>', 'seconds.', 'will', 'retry', 'shortly', '...'], 'E107']
['1979', 'failed', 'to', 'renew', 'lease', 'for', '[dfsclient_nonmapreduce_1537864556_1]', 'for', '351', 'seconds.', 'will', 'retry', 'shortly', '...', ['failed', 'to', 'renew', 'lease', 'for', '[dfsclient_nonmapreduce_1537864556_1]', 'for', ' <*>', 'seconds.', 'will', 'retry', 'shortly', '...'], 'E107']
['1982', 'failed', 'to', 'renew', 'lease', 'for', '[dfsclient_nonmapreduce_1537864556_1]', 'for', '352', 'seconds.', 'will', 'retry', 'shortly', '...', ['failed', 'to', 'renew', 'lease', 'for', '[dfsclient_nonmapreduce_1537864556_1]', 'for', ' <*>', 'seconds.', 'will', 'retry', 'shortly', '...'], 'E107']
['1986', 'failed', 'to', 'renew', 'lease', 'for', '[dfsclient_nonmapreduce_1537864556_1]', 'for', '353', 'seconds.', 'will', 'retry', 'shortly', '...', ['failed', 'to', 'renew', 'lease', 'for', '[dfsclient_nonmapreduce_1537864556_1]', 'for', ' <*>', 'seconds.', 'will', 'retry', 'shortly', '...'], 'E107']
['1989', 'failed', 'to', 'renew', 'lease', 'for', '[dfsclient_nonmapreduce_1537864556_1]', 'for', '354', 'seconds.', 'will', 'retry', 'shortly', '...', ['failed', 'to', 'renew', 'lease', 'for', '[dfsclient_nonmapreduce_1537864556_1]', 'for', ' <*>', 'seconds.', 'will', 'retry', 'shortly', '...'], 'E107']
['1993', 'failed', 'to', 'renew', 'lease', 'for', '[dfsclient_nonmapreduce_1537864556_1]', 'for', '355', 'seconds.', 'will', 'retry', 'shortly', '...', ['failed', 'to', 'renew', 'lease', 'for', '[dfsclient_nonmapreduce_1537864556_1]', 'for', ' <*>', 'seconds.', 'will', 'retry', 'shortly', '...'], 'E107']
['1996', 'failed', 'to', 'renew', 'lease', 'for', '[dfsclient_nonmapreduce_1537864556_1]', 'for', '356', 'seconds.', 'will', 'retry', 'shortly', '...', ['failed', 'to', 'renew', 'lease', 'for', '[dfsclient_nonmapreduce_1537864556_1]', 'for', ' <*>', 'seconds.', 'will', 'retry', 'shortly', '...'], 'E107']
['109', 'getresources()', 'for', 'application_1445144423722_0020:', 'ask', '4', 'release', '0', 'newcontainers', '0', 'finishedcontainers', '0', 'resourcelimit', '<memory:10240', 'vcores:-17>', 'knownnms', '4', ['getresources()', 'for', 'application_1445144423722_0020:', 'ask', ' <*>', 'release', ' <*>', 'newcontainers', ' <*>', 'finishedcontainers', ' <*>', 'resourcelimit', ' <*>', ' <*>', 'knownnms', '4'], 'E108']
['135', 'getresources()', 'for', 'application_1445144423722_0020:', 'ask', '4', 'release', '0', 'newcontainers', '0', 'finishedcontainers', '0', 'resourcelimit', '<memory:7168', 'vcores:-20>', 'knownnms', '4', ['getresources()', 'for', 'application_1445144423722_0020:', 'ask', ' <*>', 'release', ' <*>', 'newcontainers', ' <*>', 'finishedcontainers', ' <*>', 'resourcelimit', ' <*>', ' <*>', 'knownnms', '4'], 'E108']
['154', 'getresources()', 'for', 'application_1445144423722_0020:', 'ask', '4', 'release', '0', 'newcontainers', '0', 'finishedcontainers', '0', 'resourcelimit', '<memory:4096', 'vcores:-23>', 'knownnms', '4', ['getresources()', 'for', 'application_1445144423722_0020:', 'ask', ' <*>', 'release', ' <*>', 'newcontainers', ' <*>', 'finishedcontainers', ' <*>', 'resourcelimit', ' <*>', ' <*>', 'knownnms', '4'], 'E108']
['173', 'getresources()', 'for', 'application_1445144423722_0020:', 'ask', '4', 'release', '0', 'newcontainers', '0', 'finishedcontainers', '0', 'resourcelimit', '<memory:1024', 'vcores:-26>', 'knownnms', '4', ['getresources()', 'for', 'application_1445144423722_0020:', 'ask', ' <*>', 'release', ' <*>', 'newcontainers', ' <*>', 'finishedcontainers', ' <*>', 'resourcelimit', ' <*>', ' <*>', 'knownnms', '4'], 'E108']
['308', 'getresources()', 'for', 'application_1445144423722_0020:', 'ask', '4', 'release', '0', 'newcontainers', '0', 'finishedcontainers', '0', 'resourcelimit', '<memory:0', 'vcores:-27>', 'knownnms', '4', ['getresources()', 'for', 'application_1445144423722_0020:', 'ask', ' <*>', 'release', ' <*>', 'newcontainers', ' <*>', 'finishedcontainers', ' <*>', 'resourcelimit', ' <*>', ' <*>', 'knownnms', '4'], 'E108']
['541', 'getresources()', 'for', 'application_1445144423722_0020:', 'ask', '4', 'release', '0', 'newcontainers', '1', 'finishedcontainers', '0', 'resourcelimit', '<memory:0', 'vcores:-27>', 'knownnms', '4', ['getresources()', 'for', 'application_1445144423722_0020:', 'ask', ' <*>', 'release', ' <*>', 'newcontainers', ' <*>', 'finishedcontainers', ' <*>', 'resourcelimit', ' <*>', ' <*>', 'knownnms', '4'], 'E108']
['564', 'getresources()', 'for', 'application_1445144423722_0020:', 'ask', '4', 'release', '0', 'newcontainers', '0', 'finishedcontainers', '0', 'resourcelimit', '<memory:0', 'vcores:-27>', 'knownnms', '4', ['getresources()', 'for', 'application_1445144423722_0020:', 'ask', ' <*>', 'release', ' <*>', 'newcontainers', ' <*>', 'finishedcontainers', ' <*>', 'resourcelimit', ' <*>', ' <*>', 'knownnms', '4'], 'E108']
['609', 'getresources()', 'for', 'application_1445144423722_0020:', 'ask', '4', 'release', '0', 'newcontainers', '0', 'finishedcontainers', '0', 'resourcelimit', '<memory:0', 'vcores:-27>', 'knownnms', '4', ['getresources()', 'for', 'application_1445144423722_0020:', 'ask', ' <*>', 'release', ' <*>', 'newcontainers', ' <*>', 'finishedcontainers', ' <*>', 'resourcelimit', ' <*>', ' <*>', 'knownnms', '4'], 'E108']
['639', 'getresources()', 'for', 'application_1445144423722_0020:', 'ask', '4', 'release', '0', 'newcontainers', '1', 'finishedcontainers', '0', 'resourcelimit', '<memory:0', 'vcores:-27>', 'knownnms', '4', ['getresources()', 'for', 'application_1445144423722_0020:', 'ask', ' <*>', 'release', ' <*>', 'newcontainers', ' <*>', 'finishedcontainers', ' <*>', 'resourcelimit', ' <*>', ' <*>', 'knownnms', '4'], 'E108']
