['0', 'workerenv.init()', 'ok', '/etc/httpd/conf/workers2.properties', ['workerenv.init()', 'ok', '/etc/httpd/conf/workers2.properties'], 'E0']
['1164', 'jk2_init()', 'found', 'child', '3752', 'in', 'scoreboard', 'slot', '9', ['jk2_init()', 'found', 'child', ' <*>', 'in', 'scoreboard', 'slot', ' <*>'], 'E3']
['1165', 'jk2_init()', 'found', 'child', '3746', 'in', 'scoreboard', 'slot', '7', ['jk2_init()', 'found', 'child', ' <*>', 'in', 'scoreboard', 'slot', ' <*>'], 'E3']
['1180', 'jk2_init()', 'found', 'child', '4596', 'in', 'scoreboard', 'slot', '8', ['jk2_init()', 'found', 'child', ' <*>', 'in', 'scoreboard', 'slot', ' <*>'], 'E3']
['1181', 'jk2_init()', 'found', 'child', '4595', 'in', 'scoreboard', 'slot', '7', ['jk2_init()', 'found', 'child', ' <*>', 'in', 'scoreboard', 'slot', ' <*>'], 'E3']
['1182', 'jk2_init()', 'found', 'child', '4594', 'in', 'scoreboard', 'slot', '6', ['jk2_init()', 'found', 'child', ' <*>', 'in', 'scoreboard', 'slot', ' <*>'], 'E3']
['1189', 'jk2_init()', 'found', 'child', '4609', 'in', 'scoreboard', 'slot', '7', ['jk2_init()', 'found', 'child', ' <*>', 'in', 'scoreboard', 'slot', ' <*>'], 'E3']
['1190', 'jk2_init()', 'found', 'child', '4608', 'in', 'scoreboard', 'slot', '6', ['jk2_init()', 'found', 'child', ' <*>', 'in', 'scoreboard', 'slot', ' <*>'], 'E3']
['1191', 'jk2_init()', 'found', 'child', '4611', 'in', 'scoreboard', 'slot', '9', ['jk2_init()', 'found', 'child', ' <*>', 'in', 'scoreboard', 'slot', ' <*>'], 'E3']
['1192', 'jk2_init()', 'found', 'child', '4613', 'in', 'scoreboard', 'slot', '7', ['jk2_init()', 'found', 'child', ' <*>', 'in', 'scoreboard', 'slot', ' <*>'], 'E3']
['1193', 'jk2_init()', 'found', 'child', '4612', 'in', 'scoreboard', 'slot', '6', ['jk2_init()', 'found', 'child', ' <*>', 'in', 'scoreboard', 'slot', ' <*>'], 'E3']
['1194', 'jk2_init()', 'found', 'child', '4615', 'in', 'scoreboard', 'slot', '9', ['jk2_init()', 'found', 'child', ' <*>', 'in', 'scoreboard', 'slot', ' <*>'], 'E3']
['1195', 'jk2_init()', 'found', 'child', '4616', 'in', 'scoreboard', 'slot', '6', ['jk2_init()', 'found', 'child', ' <*>', 'in', 'scoreboard', 'slot', ' <*>'], 'E3']
['1196', 'jk2_init()', 'found', 'child', '4617', 'in', 'scoreboard', 'slot', '7', ['jk2_init()', 'found', 'child', ' <*>', 'in', 'scoreboard', 'slot', ' <*>'], 'E3']
['1197', 'jk2_init()', 'found', 'child', '4618', 'in', 'scoreboard', 'slot', '8', ['jk2_init()', 'found', 'child', ' <*>', 'in', 'scoreboard', 'slot', ' <*>'], 'E3']
['1198', 'jk2_init()', 'found', 'child', '4634', 'in', 'scoreboard', 'slot', '6', ['jk2_init()', 'found', 'child', ' <*>', 'in', 'scoreboard', 'slot', ' <*>'], 'E3']
['1199', 'jk2_init()', 'found', 'child', '4637', 'in', 'scoreboard', 'slot', '7', ['jk2_init()', 'found', 'child', ' <*>', 'in', 'scoreboard', 'slot', ' <*>'], 'E3']
['1200', 'jk2_init()', 'found', 'child', '4631', 'in', 'scoreboard', 'slot', '9', ['jk2_init()', 'found', 'child', ' <*>', 'in', 'scoreboard', 'slot', ' <*>'], 'E3']
['1201', 'jk2_init()', 'found', 'child', '4630', 'in', 'scoreboard', 'slot', '8', ['jk2_init()', 'found', 'child', ' <*>', 'in', 'scoreboard', 'slot', ' <*>'], 'E3']
['1210', 'jk2_init()', 'found', 'child', '4820', 'in', 'scoreboard', 'slot', '8', ['jk2_init()', 'found', 'child', ' <*>', 'in', 'scoreboard', 'slot', ' <*>'], 'E3']
['1213', 'jk2_init()', 'found', 'child', '4821', 'in', 'scoreboard', 'slot', '10', ['jk2_init()', 'found', 'child', ' <*>', 'in', 'scoreboard', 'slot', ' <*>'], 'E3']
['1217', 'jk2_init()', 'found', 'child', '4893', 'in', 'scoreboard', 'slot', '7', ['jk2_init()', 'found', 'child', ' <*>', 'in', 'scoreboard', 'slot', ' <*>'], 'E3']
['1218', 'jk2_init()', 'found', 'child', '4892', 'in', 'scoreboard', 'slot', '6', ['jk2_init()', 'found', 'child', ' <*>', 'in', 'scoreboard', 'slot', ' <*>'], 'E3']
['1223', 'jk2_init()', 'found', 'child', '4907', 'in', 'scoreboard', 'slot', '6', ['jk2_init()', 'found', 'child', ' <*>', 'in', 'scoreboard', 'slot', ' <*>'], 'E3']
['1224', 'jk2_init()', 'found', 'child', '4906', 'in', 'scoreboard', 'slot', '9', ['jk2_init()', 'found', 'child', ' <*>', 'in', 'scoreboard', 'slot', ' <*>'], 'E3']
['1225', 'jk2_init()', 'found', 'child', '4905', 'in', 'scoreboard', 'slot', '8', ['jk2_init()', 'found', 'child', ' <*>', 'in', 'scoreboard', 'slot', ' <*>'], 'E3']
['1232', 'jk2_init()', 'found', 'child', '4916', 'in', 'scoreboard', 'slot', '8', ['jk2_init()', 'found', 'child', ' <*>', 'in', 'scoreboard', 'slot', ' <*>'], 'E3']
['1233', 'jk2_init()', 'found', 'child', '4917', 'in', 'scoreboard', 'slot', '9', ['jk2_init()', 'found', 'child', ' <*>', 'in', 'scoreboard', 'slot', ' <*>'], 'E3']
['1234', 'jk2_init()', 'found', 'child', '4915', 'in', 'scoreboard', 'slot', '7', ['jk2_init()', 'found', 'child', ' <*>', 'in', 'scoreboard', 'slot', ' <*>'], 'E3']
['1241', 'jk2_init()', 'found', 'child', '4932', 'in', 'scoreboard', 'slot', '6', ['jk2_init()', 'found', 'child', ' <*>', 'in', 'scoreboard', 'slot', ' <*>'], 'E3']
['1242', 'jk2_init()', 'found', 'child', '4938', 'in', 'scoreboard', 'slot', '8', ['jk2_init()', 'found', 'child', ' <*>', 'in', 'scoreboard', 'slot', ' <*>'], 'E3']
['1243', 'jk2_init()', 'found', 'child', '4935', 'in', 'scoreboard', 'slot', '9', ['jk2_init()', 'found', 'child', ' <*>', 'in', 'scoreboard', 'slot', ' <*>'], 'E3']
['1244', 'jk2_init()', 'found', 'child', '4936', 'in', 'scoreboard', 'slot', '6', ['jk2_init()', 'found', 'child', ' <*>', 'in', 'scoreboard', 'slot', ' <*>'], 'E3']
['1245', 'jk2_init()', 'found', 'child', '4937', 'in', 'scoreboard', 'slot', '7', ['jk2_init()', 'found', 'child', ' <*>', 'in', 'scoreboard', 'slot', ' <*>'], 'E3']
['1254', 'jk2_init()', 'found', 'child', '4950', 'in', 'scoreboard', 'slot', '7', ['jk2_init()', 'found', 'child', ' <*>', 'in', 'scoreboard', 'slot', ' <*>'], 'E3']
['1255', 'jk2_init()', 'found', 'child', '4961', 'in', 'scoreboard', 'slot', '6', ['jk2_init()', 'found', 'child', ' <*>', 'in', 'scoreboard', 'slot', ' <*>'], 'E3']
['1256', 'jk2_init()', 'found', 'child', '4962', 'in', 'scoreboard', 'slot', '7', ['jk2_init()', 'found', 'child', ' <*>', 'in', 'scoreboard', 'slot', ' <*>'], 'E3']
['1257', 'jk2_init()', 'found', 'child', '4960', 'in', 'scoreboard', 'slot', '9', ['jk2_init()', 'found', 'child', ' <*>', 'in', 'scoreboard', 'slot', ' <*>'], 'E3']
['1258', 'jk2_init()', 'found', 'child', '4959', 'in', 'scoreboard', 'slot', '8', ['jk2_init()', 'found', 'child', ' <*>', 'in', 'scoreboard', 'slot', ' <*>'], 'E3']
['1267', 'jk2_init()', 'found', 'child', '4974', 'in', 'scoreboard', 'slot', '9', ['jk2_init()', 'found', 'child', ' <*>', 'in', 'scoreboard', 'slot', ' <*>'], 'E3']
['1268', 'jk2_init()', 'found', 'child', '4975', 'in', 'scoreboard', 'slot', '6', ['jk2_init()', 'found', 'child', ' <*>', 'in', 'scoreboard', 'slot', ' <*>'], 'E3']
['1269', 'jk2_init()', 'found', 'child', '4977', 'in', 'scoreboard', 'slot', '8', ['jk2_init()', 'found', 'child', ' <*>', 'in', 'scoreboard', 'slot', ' <*>'], 'E3']
['1270', 'jk2_init()', 'found', 'child', '4976', 'in', 'scoreboard', 'slot', '7', ['jk2_init()', 'found', 'child', ' <*>', 'in', 'scoreboard', 'slot', ' <*>'], 'E3']
['1271', 'jk2_init()', 'found', 'child', '4984', 'in', 'scoreboard', 'slot', '7', ['jk2_init()', 'found', 'child', ' <*>', 'in', 'scoreboard', 'slot', ' <*>'], 'E3']
['1272', 'jk2_init()', 'found', 'child', '4985', 'in', 'scoreboard', 'slot', '10', ['jk2_init()', 'found', 'child', ' <*>', 'in', 'scoreboard', 'slot', ' <*>'], 'E3']
['1273', 'jk2_init()', 'found', 'child', '4983', 'in', 'scoreboard', 'slot', '6', ['jk2_init()', 'found', 'child', ' <*>', 'in', 'scoreboard', 'slot', ' <*>'], 'E3']
['1280', 'jk2_init()', 'found', 'child', '4986', 'in', 'scoreboard', 'slot', '8', ['jk2_init()', 'found', 'child', ' <*>', 'in', 'scoreboard', 'slot', ' <*>'], 'E3']
['1283', 'jk2_init()', 'found', 'child', '4991', 'in', 'scoreboard', 'slot', '6', ['jk2_init()', 'found', 'child', ' <*>', 'in', 'scoreboard', 'slot', ' <*>'], 'E3']
['1284', 'jk2_init()', 'found', 'child', '4992', 'in', 'scoreboard', 'slot', '7', ['jk2_init()', 'found', 'child', ' <*>', 'in', 'scoreboard', 'slot', ' <*>'], 'E3']
['1285', 'jk2_init()', 'found', 'child', '4996', 'in', 'scoreboard', 'slot', '7', ['jk2_init()', 'found', 'child', ' <*>', 'in', 'scoreboard', 'slot', ' <*>'], 'E3']
['1286', 'jk2_init()', 'found', 'child', '4995', 'in', 'scoreboard', 'slot', '6', ['jk2_init()', 'found', 'child', ' <*>', 'in', 'scoreboard', 'slot', ' <*>'], 'E3']
['1287', 'jk2_init()', 'found', 'child', '4998', 'in', 'scoreboard', 'slot', '8', ['jk2_init()', 'found', 'child', ' <*>', 'in', 'scoreboard', 'slot', ' <*>'], 'E3']
['1288', 'jk2_init()', 'found', 'child', '4999', 'in', 'scoreboard', 'slot', '6', ['jk2_init()', 'found', 'child', ' <*>', 'in', 'scoreboard', 'slot', ' <*>'], 'E3']
['1291', 'jk2_init()', 'found', 'child', '5000', 'in', 'scoreboard', 'slot', '7', ['jk2_init()', 'found', 'child', ' <*>', 'in', 'scoreboard', 'slot', ' <*>'], 'E3']
['1293', 'jk2_init()', 'found', 'child', '5001', 'in', 'scoreboard', 'slot', '9', ['jk2_init()', 'found', 'child', ' <*>', 'in', 'scoreboard', 'slot', ' <*>'], 'E3']
['1299', 'jk2_init()', 'found', 'child', '5002', 'in', 'scoreboard', 'slot', '8', ['jk2_init()', 'found', 'child', ' <*>', 'in', 'scoreboard', 'slot', ' <*>'], 'E3']
['1300', 'jk2_init()', 'found', 'child', '5003', 'in', 'scoreboard', 'slot', '6', ['jk2_init()', 'found', 'child', ' <*>', 'in', 'scoreboard', 'slot', ' <*>'], 'E3']
['1301', 'jk2_init()', 'found', 'child', '5005', 'in', 'scoreboard', 'slot', '9', ['jk2_init()', 'found', 'child', ' <*>', 'in', 'scoreboard', 'slot', ' <*>'], 'E3']
['1302', 'jk2_init()', 'found', 'child', '5006', 'in', 'scoreboard', 'slot', '8', ['jk2_init()', 'found', 'child', ' <*>', 'in', 'scoreboard', 'slot', ' <*>'], 'E3']
['1307', 'jk2_init()', 'found', 'child', '5007', 'in', 'scoreboard', 'slot', '6', ['jk2_init()', 'found', 'child', ' <*>', 'in', 'scoreboard', 'slot', ' <*>'], 'E3']
['1308', 'jk2_init()', 'found', 'child', '5008', 'in', 'scoreboard', 'slot', '7', ['jk2_init()', 'found', 'child', ' <*>', 'in', 'scoreboard', 'slot', ' <*>'], 'E3']
['1313', 'jk2_init()', 'found', 'child', '5017', 'in', 'scoreboard', 'slot', '8', ['jk2_init()', 'found', 'child', ' <*>', 'in', 'scoreboard', 'slot', ' <*>'], 'E3']
['1314', 'jk2_init()', 'found', 'child', '5016', 'in', 'scoreboard', 'slot', '9', ['jk2_init()', 'found', 'child', ' <*>', 'in', 'scoreboard', 'slot', ' <*>'], 'E3']
['1315', 'jk2_init()', 'found', 'child', '5018', 'in', 'scoreboard', 'slot', '6', ['jk2_init()', 'found', 'child', ' <*>', 'in', 'scoreboard', 'slot', ' <*>'], 'E3']
['1318', 'jk2_init()', 'found', 'child', '5020', 'in', 'scoreboard', 'slot', '9', ['jk2_init()', 'found', 'child', ' <*>', 'in', 'scoreboard', 'slot', ' <*>'], 'E3']
['1319', 'jk2_init()', 'found', 'child', '5019', 'in', 'scoreboard', 'slot', '7', ['jk2_init()', 'found', 'child', ' <*>', 'in', 'scoreboard', 'slot', ' <*>'], 'E3']
['1324', 'jk2_init()', 'found', 'child', '5021', 'in', 'scoreboard', 'slot', '8', ['jk2_init()', 'found', 'child', ' <*>', 'in', 'scoreboard', 'slot', ' <*>'], 'E3']
['1325', 'jk2_init()', 'found', 'child', '5022', 'in', 'scoreboard', 'slot', '6', ['jk2_init()', 'found', 'child', ' <*>', 'in', 'scoreboard', 'slot', ' <*>'], 'E3']
['1326', 'jk2_init()', 'found', 'child', '5024', 'in', 'scoreboard', 'slot', '9', ['jk2_init()', 'found', 'child', ' <*>', 'in', 'scoreboard', 'slot', ' <*>'], 'E3']
['1327', 'jk2_init()', 'found', 'child', '5023', 'in', 'scoreboard', 'slot', '7', ['jk2_init()', 'found', 'child', ' <*>', 'in', 'scoreboard', 'slot', ' <*>'], 'E3']
['1331', 'jk2_init()', 'found', 'child', '5029', 'in', 'scoreboard', 'slot', '8', ['jk2_init()', 'found', 'child', ' <*>', 'in', 'scoreboard', 'slot', ' <*>'], 'E3']
['1332', 'jk2_init()', 'found', 'child', '5030', 'in', 'scoreboard', 'slot', '6', ['jk2_init()', 'found', 'child', ' <*>', 'in', 'scoreboard', 'slot', ' <*>'], 'E3']
['1333', 'jk2_init()', 'found', 'child', '5033', 'in', 'scoreboard', 'slot', '8', ['jk2_init()', 'found', 'child', ' <*>', 'in', 'scoreboard', 'slot', ' <*>'], 'E3']
['1334', 'jk2_init()', 'found', 'child', '5032', 'in', 'scoreboard', 'slot', '9', ['jk2_init()', 'found', 'child', ' <*>', 'in', 'scoreboard', 'slot', ' <*>'], 'E3']
['1335', 'jk2_init()', 'found', 'child', '5035', 'in', 'scoreboard', 'slot', '7', ['jk2_init()', 'found', 'child', ' <*>', 'in', 'scoreboard', 'slot', ' <*>'], 'E3']
['1336', 'jk2_init()', 'found', 'child', '5034', 'in', 'scoreboard', 'slot', '6', ['jk2_init()', 'found', 'child', ' <*>', 'in', 'scoreboard', 'slot', ' <*>'], 'E3']
['1343', 'jk2_init()', 'found', 'child', '5036', 'in', 'scoreboard', 'slot', '9', ['jk2_init()', 'found', 'child', ' <*>', 'in', 'scoreboard', 'slot', ' <*>'], 'E3']
['1344', 'jk2_init()', 'found', 'child', '5050', 'in', 'scoreboard', 'slot', '8', ['jk2_init()', 'found', 'child', ' <*>', 'in', 'scoreboard', 'slot', ' <*>'], 'E3']
['1345', 'jk2_init()', 'found', 'child', '5049', 'in', 'scoreboard', 'slot', '7', ['jk2_init()', 'found', 'child', ' <*>', 'in', 'scoreboard', 'slot', ' <*>'], 'E3']
['1346', 'jk2_init()', 'found', 'child', '5048', 'in', 'scoreboard', 'slot', '6', ['jk2_init()', 'found', 'child', ' <*>', 'in', 'scoreboard', 'slot', ' <*>'], 'E3']
['1347', 'jk2_init()', 'found', 'child', '5051', 'in', 'scoreboard', 'slot', '9', ['jk2_init()', 'found', 'child', ' <*>', 'in', 'scoreboard', 'slot', ' <*>'], 'E3']
['1350', 'jk2_init()', 'found', 'child', '5052', 'in', 'scoreboard', 'slot', '10', ['jk2_init()', 'found', 'child', ' <*>', 'in', 'scoreboard', 'slot', ' <*>'], 'E3']
['1366', 'jk2_init()', 'found', 'child', '5271', 'in', 'scoreboard', 'slot', '7', ['jk2_init()', 'found', 'child', ' <*>', 'in', 'scoreboard', 'slot', ' <*>'], 'E3']
['1367', 'jk2_init()', 'found', 'child', '5270', 'in', 'scoreboard', 'slot', '6', ['jk2_init()', 'found', 'child', ' <*>', 'in', 'scoreboard', 'slot', ' <*>'], 'E3']
['1372', 'jk2_init()', 'found', 'child', '5295', 'in', 'scoreboard', 'slot', '8', ['jk2_init()', 'found', 'child', ' <*>', 'in', 'scoreboard', 'slot', ' <*>'], 'E3']
['1375', 'jk2_init()', 'found', 'child', '5330', 'in', 'scoreboard', 'slot', '9', ['jk2_init()', 'found', 'child', ' <*>', 'in', 'scoreboard', 'slot', ' <*>'], 'E3']
['1378', 'jk2_init()', 'found', 'child', '5344', 'in', 'scoreboard', 'slot', '7', ['jk2_init()', 'found', 'child', ' <*>', 'in', 'scoreboard', 'slot', ' <*>'], 'E3']
['1379', 'jk2_init()', 'found', 'child', '5347', 'in', 'scoreboard', 'slot', '6', ['jk2_init()', 'found', 'child', ' <*>', 'in', 'scoreboard', 'slot', ' <*>'], 'E3']
['1380', 'jk2_init()', 'found', 'child', '5348', 'in', 'scoreboard', 'slot', '7', ['jk2_init()', 'found', 'child', ' <*>', 'in', 'scoreboard', 'slot', ' <*>'], 'E3']
['1381', 'jk2_init()', 'found', 'child', '5350', 'in', 'scoreboard', 'slot', '9', ['jk2_init()', 'found', 'child', ' <*>', 'in', 'scoreboard', 'slot', ' <*>'], 'E3']
['1382', 'jk2_init()', 'found', 'child', '5349', 'in', 'scoreboard', 'slot', '8', ['jk2_init()', 'found', 'child', ' <*>', 'in', 'scoreboard', 'slot', ' <*>'], 'E3']
['1383', 'jk2_init()', 'found', 'child', '5352', 'in', 'scoreboard', 'slot', '7', ['jk2_init()', 'found', 'child', ' <*>', 'in', 'scoreboard', 'slot', ' <*>'], 'E3']
['1384', 'jk2_init()', 'found', 'child', '5351', 'in', 'scoreboard', 'slot', '6', ['jk2_init()', 'found', 'child', ' <*>', 'in', 'scoreboard', 'slot', ' <*>'], 'E3']
['1393', 'jk2_init()', 'found', 'child', '5366', 'in', 'scoreboard', 'slot', '9', ['jk2_init()', 'found', 'child', ' <*>', 'in', 'scoreboard', 'slot', ' <*>'], 'E3']
['1394', 'jk2_init()', 'found', 'child', '5365', 'in', 'scoreboard', 'slot', '8', ['jk2_init()', 'found', 'child', ' <*>', 'in', 'scoreboard', 'slot', ' <*>'], 'E3']
['1395', 'jk2_init()', 'found', 'child', '5367', 'in', 'scoreboard', 'slot', '6', ['jk2_init()', 'found', 'child', ' <*>', 'in', 'scoreboard', 'slot', ' <*>'], 'E3']
['1396', 'jk2_init()', 'found', 'child', '5368', 'in', 'scoreboard', 'slot', '7', ['jk2_init()', 'found', 'child', ' <*>', 'in', 'scoreboard', 'slot', ' <*>'], 'E3']
['1405', 'jk2_init()', 'found', 'child', '5384', 'in', 'scoreboard', 'slot', '7', ['jk2_init()', 'found', 'child', ' <*>', 'in', 'scoreboard', 'slot', ' <*>'], 'E3']
['1406', 'jk2_init()', 'found', 'child', '5385', 'in', 'scoreboard', 'slot', '8', ['jk2_init()', 'found', 'child', ' <*>', 'in', 'scoreboard', 'slot', ' <*>'], 'E3']
['1407', 'jk2_init()', 'found', 'child', '5386', 'in', 'scoreboard', 'slot', '9', ['jk2_init()', 'found', 'child', ' <*>', 'in', 'scoreboard', 'slot', ' <*>'], 'E3']
['1408', 'jk2_init()', 'found', 'child', '5387', 'in', 'scoreboard', 'slot', '6', ['jk2_init()', 'found', 'child', ' <*>', 'in', 'scoreboard', 'slot', ' <*>'], 'E3']
['1417', 'jk2_init()', 'found', 'child', '5388', 'in', 'scoreboard', 'slot', '10', ['jk2_init()', 'found', 'child', ' <*>', 'in', 'scoreboard', 'slot', ' <*>'], 'E3']
['1422', 'jk2_init()', 'found', 'child', '5404', 'in', 'scoreboard', 'slot', '8', ['jk2_init()', 'found', 'child', ' <*>', 'in', 'scoreboard', 'slot', ' <*>'], 'E3']
['1423', 'jk2_init()', 'found', 'child', '5405', 'in', 'scoreboard', 'slot', '9', ['jk2_init()', 'found', 'child', ' <*>', 'in', 'scoreboard', 'slot', ' <*>'], 'E3']
['1424', 'jk2_init()', 'found', 'child', '5418', 'in', 'scoreboard', 'slot', '6', ['jk2_init()', 'found', 'child', ' <*>', 'in', 'scoreboard', 'slot', ' <*>'], 'E3']
['1425', 'jk2_init()', 'found', 'child', '5419', 'in', 'scoreboard', 'slot', '7', ['jk2_init()', 'found', 'child', ' <*>', 'in', 'scoreboard', 'slot', ' <*>'], 'E3']
['1426', 'jk2_init()', 'found', 'child', '5417', 'in', 'scoreboard', 'slot', '9', ['jk2_init()', 'found', 'child', ' <*>', 'in', 'scoreboard', 'slot', ' <*>'], 'E3']
['1427', 'jk2_init()', 'found', 'child', '5416', 'in', 'scoreboard', 'slot', '8', ['jk2_init()', 'found', 'child', ' <*>', 'in', 'scoreboard', 'slot', ' <*>'], 'E3']
['1436', 'jk2_init()', 'found', 'child', '5426', 'in', 'scoreboard', 'slot', '6', ['jk2_init()', 'found', 'child', ' <*>', 'in', 'scoreboard', 'slot', ' <*>'], 'E3']
['1437', 'jk2_init()', 'found', 'child', '5425', 'in', 'scoreboard', 'slot', '9', ['jk2_init()', 'found', 'child', ' <*>', 'in', 'scoreboard', 'slot', ' <*>'], 'E3']
['1438', 'jk2_init()', 'found', 'child', '5428', 'in', 'scoreboard', 'slot', '8', ['jk2_init()', 'found', 'child', ' <*>', 'in', 'scoreboard', 'slot', ' <*>'], 'E3']
['1439', 'jk2_init()', 'found', 'child', '5429', 'in', 'scoreboard', 'slot', '9', ['jk2_init()', 'found', 'child', ' <*>', 'in', 'scoreboard', 'slot', ' <*>'], 'E3']
['1440', 'jk2_init()', 'found', 'child', '5430', 'in', 'scoreboard', 'slot', '6', ['jk2_init()', 'found', 'child', ' <*>', 'in', 'scoreboard', 'slot', ' <*>'], 'E3']
['1441', 'jk2_init()', 'found', 'child', '5434', 'in', 'scoreboard', 'slot', '6', ['jk2_init()', 'found', 'child', ' <*>', 'in', 'scoreboard', 'slot', ' <*>'], 'E3']
['1442', 'jk2_init()', 'found', 'child', '5433', 'in', 'scoreboard', 'slot', '9', ['jk2_init()', 'found', 'child', ' <*>', 'in', 'scoreboard', 'slot', ' <*>'], 'E3']
['1443', 'jk2_init()', 'found', 'child', '5435', 'in', 'scoreboard', 'slot', '7', ['jk2_init()', 'found', 'child', ' <*>', 'in', 'scoreboard', 'slot', ' <*>'], 'E3']
['1444', 'jk2_init()', 'found', 'child', '5432', 'in', 'scoreboard', 'slot', '8', ['jk2_init()', 'found', 'child', ' <*>', 'in', 'scoreboard', 'slot', ' <*>'], 'E3']
['1453', 'jk2_init()', 'found', 'child', '5470', 'in', 'scoreboard', 'slot', '9', ['jk2_init()', 'found', 'child', ' <*>', 'in', 'scoreboard', 'slot', ' <*>'], 'E3']
['1454', 'jk2_init()', 'found', 'child', '5469', 'in', 'scoreboard', 'slot', '8', ['jk2_init()', 'found', 'child', ' <*>', 'in', 'scoreboard', 'slot', ' <*>'], 'E3']
['1455', 'jk2_init()', 'found', 'child', '5474', 'in', 'scoreboard', 'slot', '9', ['jk2_init()', 'found', 'child', ' <*>', 'in', 'scoreboard', 'slot', ' <*>'], 'E3']
['1456', 'jk2_init()', 'found', 'child', '5475', 'in', 'scoreboard', 'slot', '6', ['jk2_init()', 'found', 'child', ' <*>', 'in', 'scoreboard', 'slot', ' <*>'], 'E3']
['1457', 'jk2_init()', 'found', 'child', '5482', 'in', 'scoreboard', 'slot', '9', ['jk2_init()', 'found', 'child', ' <*>', 'in', 'scoreboard', 'slot', ' <*>'], 'E3']
['1458', 'jk2_init()', 'found', 'child', '5480', 'in', 'scoreboard', 'slot', '7', ['jk2_init()', 'found', 'child', ' <*>', 'in', 'scoreboard', 'slot', ' <*>'], 'E3']
['1459', 'jk2_init()', 'found', 'child', '5479', 'in', 'scoreboard', 'slot', '6', ['jk2_init()', 'found', 'child', ' <*>', 'in', 'scoreboard', 'slot', ' <*>'], 'E3']
['1460', 'jk2_init()', 'found', 'child', '5481', 'in', 'scoreboard', 'slot', '8', ['jk2_init()', 'found', 'child', ' <*>', 'in', 'scoreboard', 'slot', ' <*>'], 'E3']
['1466', 'jk2_init()', 'found', 'child', '5484', 'in', 'scoreboard', 'slot', '7', ['jk2_init()', 'found', 'child', ' <*>', 'in', 'scoreboard', 'slot', ' <*>'], 'E3']
['1467', 'jk2_init()', 'found', 'child', '5483', 'in', 'scoreboard', 'slot', '6', ['jk2_init()', 'found', 'child', ' <*>', 'in', 'scoreboard', 'slot', ' <*>'], 'E3']
['1472', 'jk2_init()', 'found', 'child', '5497', 'in', 'scoreboard', 'slot', '7', ['jk2_init()', 'found', 'child', ' <*>', 'in', 'scoreboard', 'slot', ' <*>'], 'E3']
['1473', 'jk2_init()', 'found', 'child', '5495', 'in', 'scoreboard', 'slot', '9', ['jk2_init()', 'found', 'child', ' <*>', 'in', 'scoreboard', 'slot', ' <*>'], 'E3']
['1474', 'jk2_init()', 'found', 'child', '5494', 'in', 'scoreboard', 'slot', '8', ['jk2_init()', 'found', 'child', ' <*>', 'in', 'scoreboard', 'slot', ' <*>'], 'E3']
['1475', 'jk2_init()', 'found', 'child', '5496', 'in', 'scoreboard', 'slot', '6', ['jk2_init()', 'found', 'child', ' <*>', 'in', 'scoreboard', 'slot', ' <*>'], 'E3']
['1480', 'jk2_init()', 'found', 'child', '5499', 'in', 'scoreboard', 'slot', '9', ['jk2_init()', 'found', 'child', ' <*>', 'in', 'scoreboard', 'slot', ' <*>'], 'E3']
['1481', 'jk2_init()', 'found', 'child', '5498', 'in', 'scoreboard', 'slot', '8', ['jk2_init()', 'found', 'child', ' <*>', 'in', 'scoreboard', 'slot', ' <*>'], 'E3']
['1486', 'jk2_init()', 'found', 'child', '5500', 'in', 'scoreboard', 'slot', '6', ['jk2_init()', 'found', 'child', ' <*>', 'in', 'scoreboard', 'slot', ' <*>'], 'E3']
['1489', 'jk2_init()', 'found', 'child', '5503', 'in', 'scoreboard', 'slot', '10', ['jk2_init()', 'found', 'child', ' <*>', 'in', 'scoreboard', 'slot', ' <*>'], 'E3']
['1493', 'jk2_init()', 'found', 'child', '5515', 'in', 'scoreboard', 'slot', '7', ['jk2_init()', 'found', 'child', ' <*>', 'in', 'scoreboard', 'slot', ' <*>'], 'E3']
['1494', 'jk2_init()', 'found', 'child', '5516', 'in', 'scoreboard', 'slot', '8', ['jk2_init()', 'found', 'child', ' <*>', 'in', 'scoreboard', 'slot', ' <*>'], 'E3']
['1499', 'jk2_init()', 'found', 'child', '5517', 'in', 'scoreboard', 'slot', '6', ['jk2_init()', 'found', 'child', ' <*>', 'in', 'scoreboard', 'slot', ' <*>'], 'E3']
['1500', 'jk2_init()', 'found', 'child', '5518', 'in', 'scoreboard', 'slot', '9', ['jk2_init()', 'found', 'child', ' <*>', 'in', 'scoreboard', 'slot', ' <*>'], 'E3']
['1504', 'jk2_init()', 'found', 'child', '5527', 'in', 'scoreboard', 'slot', '7', ['jk2_init()', 'found', 'child', ' <*>', 'in', 'scoreboard', 'slot', ' <*>'], 'E3']
['1505', 'jk2_init()', 'found', 'child', '5526', 'in', 'scoreboard', 'slot', '9', ['jk2_init()', 'found', 'child', ' <*>', 'in', 'scoreboard', 'slot', ' <*>'], 'E3']
['1506', 'jk2_init()', 'found', 'child', '5538', 'in', 'scoreboard', 'slot', '9', ['jk2_init()', 'found', 'child', ' <*>', 'in', 'scoreboard', 'slot', ' <*>'], 'E3']
['1507', 'jk2_init()', 'found', 'child', '5565', 'in', 'scoreboard', 'slot', '9', ['jk2_init()', 'found', 'child', ' <*>', 'in', 'scoreboard', 'slot', ' <*>'], 'E3']
