['0', 'session', 'closed', 'for', 'user', 'root', ['session', 'closed', 'for', 'user', 'root'], 'E0']
['1963', 'data_thread()', 'got', 'not', 'answer', 'from', 'any', '[thunderbird_b4]', 'datasource', ['data_thread()', 'got', 'not', 'answer', 'from', 'any', ' <*>', 'datasource'], 'E25']
['1966', 'data_thread()', 'got', 'not', 'answer', 'from', 'any', '[thunderbird_d4]', 'datasource', ['data_thread()', 'got', 'not', 'answer', 'from', 'any', ' <*>', 'datasource'], 'E25']
['1968', 'data_thread()', 'got', 'not', 'answer', 'from', 'any', '[thunderbird_a6]', 'datasource', ['data_thread()', 'got', 'not', 'answer', 'from', 'any', ' <*>', 'datasource'], 'E25']
['1970', 'data_thread()', 'got', 'not', 'answer', 'from', 'any', '[thunderbird_c2]', 'datasource', ['data_thread()', 'got', 'not', 'answer', 'from', 'any', ' <*>', 'datasource'], 'E25']
['1972', 'data_thread()', 'got', 'not', 'answer', 'from', 'any', '[thunderbird_d6]', 'datasource', ['data_thread()', 'got', 'not', 'answer', 'from', 'any', ' <*>', 'datasource'], 'E25']
['1976', 'data_thread()', 'got', 'not', 'answer', 'from', 'any', '[thunderbird_a5]', 'datasource', ['data_thread()', 'got', 'not', 'answer', 'from', 'any', ' <*>', 'datasource'], 'E25']
['1978', 'data_thread()', 'got', 'not', 'answer', 'from', 'any', '[thunderbird_a4]', 'datasource', ['data_thread()', 'got', 'not', 'answer', 'from', 'any', ' <*>', 'datasource'], 'E25']
['1979', 'data_thread()', 'got', 'not', 'answer', 'from', 'any', '[thunderbird_c4]', 'datasource', ['data_thread()', 'got', 'not', 'answer', 'from', 'any', ' <*>', 'datasource'], 'E25']
['1981', 'data_thread()', 'got', 'not', 'answer', 'from', 'any', '[thunderbird_b1]', 'datasource', ['data_thread()', 'got', 'not', 'answer', 'from', 'any', ' <*>', 'datasource'], 'E25']
['1983', 'data_thread()', 'got', 'not', 'answer', 'from', 'any', '[thunderbird_a3]', 'datasource', ['data_thread()', 'got', 'not', 'answer', 'from', 'any', ' <*>', 'datasource'], 'E25']
['1984', 'data_thread()', 'got', 'not', 'answer', 'from', 'any', '[thunderbird_b5]', 'datasource', ['data_thread()', 'got', 'not', 'answer', 'from', 'any', ' <*>', 'datasource'], 'E25']
['1987', 'data_thread()', 'got', 'not', 'answer', 'from', 'any', '[thunderbird_b2]', 'datasource', ['data_thread()', 'got', 'not', 'answer', 'from', 'any', ' <*>', 'datasource'], 'E25']
['1988', 'data_thread()', 'got', 'not', 'answer', 'from', 'any', '[thunderbird_b6]', 'datasource', ['data_thread()', 'got', 'not', 'answer', 'from', 'any', ' <*>', 'datasource'], 'E25']
['1989', 'data_thread()', 'got', 'not', 'answer', 'from', 'any', '[thunderbird_a8]', 'datasource', ['data_thread()', 'got', 'not', 'answer', 'from', 'any', ' <*>', 'datasource'], 'E25']
['1996', 'data_thread()', 'got', 'not', 'answer', 'from', 'any', '[thunderbird_d7]', 'datasource', ['data_thread()', 'got', 'not', 'answer', 'from', 'any', ' <*>', 'datasource'], 'E25']
['139', 'dhcprequest', 'for', '10.100.4.251', '(10.100.0.250)', 'from', '00:11:43:e3:ba:c3', 'via', 'eth1', ['dhcprequest', 'for', '10.100.4.251', '(10.100.0.250)', 'from', '00:11:43:e3:ba:c3', 'via', 'eth1'], 'E26']
['192', 'dhcprequest', 'for', '10.100.4.251', '(10.100.0.250)', 'from', '00:11:43:e3:ba:c3', 'via', 'eth1', ['dhcprequest', 'for', '10.100.4.251', '(10.100.0.250)', 'from', '00:11:43:e3:ba:c3', 'via', 'eth1'], 'E26']
['210', 'dhcprequest', 'for', '10.100.4.251', '(10.100.0.250)', 'from', '00:11:43:e3:ba:c3', 'via', 'eth1', ['dhcprequest', 'for', '10.100.4.251', '(10.100.0.250)', 'from', '00:11:43:e3:ba:c3', 'via', 'eth1'], 'E26']
['1258', 'trace', 'cache:', '12k', 'uops', 'l1', 'd', 'cache:', '16k', ['trace', 'cache:', '12k', 'uops', 'l1', 'd', 'cache:', '16k'], 'E27']
['1259', 'trace', 'cache:', '12k', 'uops', 'l1', 'd', 'cache:', '16k', ['trace', 'cache:', '12k', 'uops', 'l1', 'd', 'cache:', '16k'], 'E27']
['1260', 'trace', 'cache:', '12k', 'uops', 'l1', 'd', 'cache:', '16k', ['trace', 'cache:', '12k', 'uops', 'l1', 'd', 'cache:', '16k'], 'E27']
['1261', 'trace', 'cache:', '12k', 'uops', 'l1', 'd', 'cache:', '16k', ['trace', 'cache:', '12k', 'uops', 'l1', 'd', 'cache:', '16k'], 'E27']
['1262', 'trace', 'cache:', '12k', 'uops', 'l1', 'd', 'cache:', '16k', ['trace', 'cache:', '12k', 'uops', 'l1', 'd', 'cache:', '16k'], 'E27']
['1267', 'sys_ia32.c', 'v', '1.32', '2002/03/24', '13:02:28', 'ak', 'exp', '$', ['sys_ia32.c', 'v', '1.32', '2002/03/24', '13:02:28', 'ak', 'exp', '$'], 'E28']
['1268', 'apic_id', '8', 'version', '32', 'address', '0xfec00000', 'gsi', '0-23', ['apic_id', ' <*>', 'version', '32', 'address', ' <*>', 'gsi', ' <*>'], 'E29']
['1269', 'apic_id', '9', 'version', '32', 'address', '0xfec80000', 'gsi', '32-55', ['apic_id', ' <*>', 'version', '32', 'address', ' <*>', 'gsi', ' <*>'], 'E29']
['1270', 'apic_id', '10', 'version', '32', 'address', '0xfec83000', 'gsi', '64-87', ['apic_id', ' <*>', 'version', '32', 'address', ' <*>', 'gsi', ' <*>'], 'E29']
['1271', 'routing', 'cache', 'hash', 'table', 'of', '65536', 'buckets', '1024kbytes', ['routing', 'cache', 'hash', 'table', 'of', '65536', 'buckets', '1024kbytes'], 'E30']
['1295', 'megaraid', 'model:', 'ld', '0', 'raid1', '139g', 'rev:', '516a', ['megaraid', 'model:', 'ld', '0', 'raid1', '139g', 'rev:', '516a'], 'E31']
['1333', 'probe', 'new', 'device', '0x1028:0x0013:0x1028:0x016c:', 'bus', '2:slot', '14:func', '0', ['probe', 'new', 'device', '0x1028:0x0013:0x1028:0x016c:', 'bus', '2:slot', '14:func', '0'], 'E32']
['1342', 'scanning', 'scsi', 'channel', '1', '[virtual]', 'for', 'logical', 'drives', ['scanning', 'scsi', 'channel', '1', '[virtual]', 'for', 'logical', 'drives'], 'E33']
['1347', 'i8042', 'aux', 'port', 'at', '0x60', '0x64', 'irq', '12', ['i8042', 'aux', 'port', 'at', '0x60', '0x64', 'irq', '12'], 'E34']
['1348', 'i8042', 'kbd', 'port', 'at', '0x60', '0x64', 'irq', '1', ['i8042', 'kbd', 'port', 'at', '0x60', '0x64', 'irq', '1'], 'E35']
['2', '(root)', 'cmd', '(run-parts', '/etc/cron.hourly)', ['(root)', 'cmd', '(run-parts', '/etc/cron.hourly)'], 'E36']
['5', '(root)', 'cmd', '(run-parts', '/etc/cron.hourly)', ['(root)', 'cmd', '(run-parts', '/etc/cron.hourly)'], 'E36']
['8', '(root)', 'cmd', '(run-parts', '/etc/cron.hourly)', ['(root)', 'cmd', '(run-parts', '/etc/cron.hourly)'], 'E36']
['11', '(root)', 'cmd', '(run-parts', '/etc/cron.hourly)', ['(root)', 'cmd', '(run-parts', '/etc/cron.hourly)'], 'E36']
['14', '(root)', 'cmd', '(run-parts', '/etc/cron.hourly)', ['(root)', 'cmd', '(run-parts', '/etc/cron.hourly)'], 'E36']
['17', '(root)', 'cmd', '(run-parts', '/etc/cron.hourly)', ['(root)', 'cmd', '(run-parts', '/etc/cron.hourly)'], 'E36']
['20', '(root)', 'cmd', '(run-parts', '/etc/cron.hourly)', ['(root)', 'cmd', '(run-parts', '/etc/cron.hourly)'], 'E36']
['23', '(root)', 'cmd', '(run-parts', '/etc/cron.hourly)', ['(root)', 'cmd', '(run-parts', '/etc/cron.hourly)'], 'E36']
['26', '(root)', 'cmd', '(run-parts', '/etc/cron.hourly)', ['(root)', 'cmd', '(run-parts', '/etc/cron.hourly)'], 'E36']
['29', '(root)', 'cmd', '(run-parts', '/etc/cron.hourly)', ['(root)', 'cmd', '(run-parts', '/etc/cron.hourly)'], 'E36']
['32', '(root)', 'cmd', '(run-parts', '/etc/cron.hourly)', ['(root)', 'cmd', '(run-parts', '/etc/cron.hourly)'], 'E36']
['35', '(root)', 'cmd', '(run-parts', '/etc/cron.hourly)', ['(root)', 'cmd', '(run-parts', '/etc/cron.hourly)'], 'E36']
['38', '(root)', 'cmd', '(run-parts', '/etc/cron.hourly)', ['(root)', 'cmd', '(run-parts', '/etc/cron.hourly)'], 'E36']
['44', '(root)', 'cmd', '(run-parts', '/etc/cron.hourly)', ['(root)', 'cmd', '(run-parts', '/etc/cron.hourly)'], 'E36']
['1100', '(root)', 'cmd', '(/projects/tbird/temps/get_temps', 'a)', ['(root)', 'cmd', '(/projects/tbird/temps/get_temps', ' <*>'], 'E37']
['1102', '(root)', 'cmd', '(/projects/tbird/temps/get_temps', 'b)', ['(root)', 'cmd', '(/projects/tbird/temps/get_temps', ' <*>'], 'E37']
['1104', '(root)', 'cmd', '(/projects/tbird/temps/get_temps', 'c)', ['(root)', 'cmd', '(/projects/tbird/temps/get_temps', ' <*>'], 'E37']
['1106', '(root)', 'cmd', '(/projects/tbird/temps/get_temps', 'd)', ['(root)', 'cmd', '(/projects/tbird/temps/get_temps', ' <*>'], 'E37']
['1108', '(root)', 'cmd', '(/projects/tbird/temps/get_temps', 'e)', ['(root)', 'cmd', '(/projects/tbird/temps/get_temps', ' <*>'], 'E37']
['62', '[ib_sm_sweep.c:1455]:', 'no', 'topology', 'change', ['[ib_sm_sweep.c:1455]:', 'no', 'topology', 'change'], 'E38']
['93', '[ib_sm_sweep.c:1455]:', 'no', 'topology', 'change', ['[ib_sm_sweep.c:1455]:', 'no', 'topology', 'change'], 'E38']
['136', '[ib_sm_sweep.c:1455]:', 'no', 'topology', 'change', ['[ib_sm_sweep.c:1455]:', 'no', 'topology', 'change'], 'E38']
['167', '[ib_sm_sweep.c:1455]:', 'no', 'topology', 'change', ['[ib_sm_sweep.c:1455]:', 'no', 'topology', 'change'], 'E38']
['224', '[ib_sm_sweep.c:1455]:', 'no', 'topology', 'change', ['[ib_sm_sweep.c:1455]:', 'no', 'topology', 'change'], 'E38']
['247', '[ib_sm_sweep.c:1455]:', 'no', 'topology', 'change', ['[ib_sm_sweep.c:1455]:', 'no', 'topology', 'change'], 'E38']
['270', '[ib_sm_sweep.c:1455]:', 'no', 'topology', 'change', ['[ib_sm_sweep.c:1455]:', 'no', 'topology', 'change'], 'E38']
['293', '[ib_sm_sweep.c:1455]:', 'no', 'topology', 'change', ['[ib_sm_sweep.c:1455]:', 'no', 'topology', 'change'], 'E38']
['319', '[ib_sm_sweep.c:1455]:', 'no', 'topology', 'change', ['[ib_sm_sweep.c:1455]:', 'no', 'topology', 'change'], 'E38']
['336', '[ib_sm_sweep.c:1455]:', 'no', 'topology', 'change', ['[ib_sm_sweep.c:1455]:', 'no', 'topology', 'change'], 'E38']
['362', '[ib_sm_sweep.c:1455]:', 'no', 'topology', 'change', ['[ib_sm_sweep.c:1455]:', 'no', 'topology', 'change'], 'E38']
['384', '[ib_sm_sweep.c:1455]:', 'no', 'topology', 'change', ['[ib_sm_sweep.c:1455]:', 'no', 'topology', 'change'], 'E38']
['414', '[ib_sm_sweep.c:1455]:', 'no', 'topology', 'change', ['[ib_sm_sweep.c:1455]:', 'no', 'topology', 'change'], 'E38']
['441', '[ib_sm_sweep.c:1455]:', 'no', 'topology', 'change', ['[ib_sm_sweep.c:1455]:', 'no', 'topology', 'change'], 'E38']
['474', '[ib_sm_sweep.c:1455]:', 'no', 'topology', 'change', ['[ib_sm_sweep.c:1455]:', 'no', 'topology', 'change'], 'E38']
['507', '[ib_sm_sweep.c:1455]:', 'no', 'topology', 'change', ['[ib_sm_sweep.c:1455]:', 'no', 'topology', 'change'], 'E38']
['544', '[ib_sm_sweep.c:1455]:', 'no', 'topology', 'change', ['[ib_sm_sweep.c:1455]:', 'no', 'topology', 'change'], 'E38']
['567', '[ib_sm_sweep.c:1455]:', 'no', 'topology', 'change', ['[ib_sm_sweep.c:1455]:', 'no', 'topology', 'change'], 'E38']
['591', '[ib_sm_sweep.c:1455]:', 'no', 'topology', 'change', ['[ib_sm_sweep.c:1455]:', 'no', 'topology', 'change'], 'E38']
['618', '[ib_sm_sweep.c:1455]:', 'no', 'topology', 'change', ['[ib_sm_sweep.c:1455]:', 'no', 'topology', 'change'], 'E38']
['640', '[ib_sm_sweep.c:1455]:', 'no', 'topology', 'change', ['[ib_sm_sweep.c:1455]:', 'no', 'topology', 'change'], 'E38']
['673', '[ib_sm_sweep.c:1455]:', 'no', 'topology', 'change', ['[ib_sm_sweep.c:1455]:', 'no', 'topology', 'change'], 'E38']
['696', '[ib_sm_sweep.c:1455]:', 'no', 'topology', 'change', ['[ib_sm_sweep.c:1455]:', 'no', 'topology', 'change'], 'E38']
['721', '[ib_sm_sweep.c:1455]:', 'no', 'topology', 'change', ['[ib_sm_sweep.c:1455]:', 'no', 'topology', 'change'], 'E38']
['744', '[ib_sm_sweep.c:1455]:', 'no', 'topology', 'change', ['[ib_sm_sweep.c:1455]:', 'no', 'topology', 'change'], 'E38']
['775', '[ib_sm_sweep.c:1455]:', 'no', 'topology', 'change', ['[ib_sm_sweep.c:1455]:', 'no', 'topology', 'change'], 'E38']
['800', '[ib_sm_sweep.c:1455]:', 'no', 'topology', 'change', ['[ib_sm_sweep.c:1455]:', 'no', 'topology', 'change'], 'E38']
['823', '[ib_sm_sweep.c:1455]:', 'no', 'topology', 'change', ['[ib_sm_sweep.c:1455]:', 'no', 'topology', 'change'], 'E38']
['850', '[ib_sm_sweep.c:1455]:', 'no', 'topology', 'change', ['[ib_sm_sweep.c:1455]:', 'no', 'topology', 'change'], 'E38']
['870', '[ib_sm_sweep.c:1455]:', 'no', 'topology', 'change', ['[ib_sm_sweep.c:1455]:', 'no', 'topology', 'change'], 'E38']
['896', '[ib_sm_sweep.c:1455]:', 'no', 'topology', 'change', ['[ib_sm_sweep.c:1455]:', 'no', 'topology', 'change'], 'E38']
['922', '[ib_sm_sweep.c:1455]:', 'no', 'topology', 'change', ['[ib_sm_sweep.c:1455]:', 'no', 'topology', 'change'], 'E38']
['946', '[ib_sm_sweep.c:1455]:', 'no', 'topology', 'change', ['[ib_sm_sweep.c:1455]:', 'no', 'topology', 'change'], 'E38']
['978', '[ib_sm_sweep.c:1455]:', 'no', 'topology', 'change', ['[ib_sm_sweep.c:1455]:', 'no', 'topology', 'change'], 'E38']
['1007', '[ib_sm_sweep.c:1455]:', 'no', 'topology', 'change', ['[ib_sm_sweep.c:1455]:', 'no', 'topology', 'change'], 'E38']
['1029', '[ib_sm_sweep.c:1455]:', 'no', 'topology', 'change', ['[ib_sm_sweep.c:1455]:', 'no', 'topology', 'change'], 'E38']
['1059', '[ib_sm_sweep.c:1455]:', 'no', 'topology', 'change', ['[ib_sm_sweep.c:1455]:', 'no', 'topology', 'change'], 'E38']
['1081', '[ib_sm_sweep.c:1455]:', 'no', 'topology', 'change', ['[ib_sm_sweep.c:1455]:', 'no', 'topology', 'change'], 'E38']
['1117', '[ib_sm_sweep.c:1455]:', 'no', 'topology', 'change', ['[ib_sm_sweep.c:1455]:', 'no', 'topology', 'change'], 'E38']
['1136', '[ib_sm_sweep.c:1455]:', 'no', 'topology', 'change', ['[ib_sm_sweep.c:1455]:', 'no', 'topology', 'change'], 'E38']
['1174', '[ib_sm_sweep.c:1455]:', 'no', 'topology', 'change', ['[ib_sm_sweep.c:1455]:', 'no', 'topology', 'change'], 'E38']
['1368', '[ib_sm_sweep.c:1455]:', 'no', 'topology', 'change', ['[ib_sm_sweep.c:1455]:', 'no', 'topology', 'change'], 'E38']
['1521', '[ib_sm_sweep.c:1455]:', 'no', 'topology', 'change', ['[ib_sm_sweep.c:1455]:', 'no', 'topology', 'change'], 'E38']
['1537', '[ib_sm_sweep.c:1455]:', 'no', 'topology', 'change', ['[ib_sm_sweep.c:1455]:', 'no', 'topology', 'change'], 'E38']
['1566', '[ib_sm_sweep.c:1455]:', 'no', 'topology', 'change', ['[ib_sm_sweep.c:1455]:', 'no', 'topology', 'change'], 'E38']
['1610', '[ib_sm_sweep.c:1455]:', 'no', 'topology', 'change', ['[ib_sm_sweep.c:1455]:', 'no', 'topology', 'change'], 'E38']
['1639', '[ib_sm_sweep.c:1455]:', 'no', 'topology', 'change', ['[ib_sm_sweep.c:1455]:', 'no', 'topology', 'change'], 'E38']
['1658', '[ib_sm_sweep.c:1455]:', 'no', 'topology', 'change', ['[ib_sm_sweep.c:1455]:', 'no', 'topology', 'change'], 'E38']
['1683', '[ib_sm_sweep.c:1455]:', 'no', 'topology', 'change', ['[ib_sm_sweep.c:1455]:', 'no', 'topology', 'change'], 'E38']
['1704', '[ib_sm_sweep.c:1455]:', 'no', 'topology', 'change', ['[ib_sm_sweep.c:1455]:', 'no', 'topology', 'change'], 'E38']
['1728', '[ib_sm_sweep.c:1455]:', 'no', 'topology', 'change', ['[ib_sm_sweep.c:1455]:', 'no', 'topology', 'change'], 'E38']
['1755', '[ib_sm_sweep.c:1455]:', 'no', 'topology', 'change', ['[ib_sm_sweep.c:1455]:', 'no', 'topology', 'change'], 'E38']
['1779', '[ib_sm_sweep.c:1455]:', 'no', 'topology', 'change', ['[ib_sm_sweep.c:1455]:', 'no', 'topology', 'change'], 'E38']
['1814', '[ib_sm_sweep.c:1455]:', 'no', 'topology', 'change', ['[ib_sm_sweep.c:1455]:', 'no', 'topology', 'change'], 'E38']
['1831', '[ib_sm_sweep.c:1455]:', 'no', 'topology', 'change', ['[ib_sm_sweep.c:1455]:', 'no', 'topology', 'change'], 'E38']
['1858', '[ib_sm_sweep.c:1455]:', 'no', 'topology', 'change', ['[ib_sm_sweep.c:1455]:', 'no', 'topology', 'change'], 'E38']
['1876', '[ib_sm_sweep.c:1455]:', 'no', 'topology', 'change', ['[ib_sm_sweep.c:1455]:', 'no', 'topology', 'change'], 'E38']
['1898', '[ib_sm_sweep.c:1455]:', 'no', 'topology', 'change', ['[ib_sm_sweep.c:1455]:', 'no', 'topology', 'change'], 'E38']
['1918', '[ib_sm_sweep.c:1455]:', 'no', 'topology', 'change', ['[ib_sm_sweep.c:1455]:', 'no', 'topology', 'change'], 'E38']
['1943', '[ib_sm_sweep.c:1455]:', 'no', 'topology', 'change', ['[ib_sm_sweep.c:1455]:', 'no', 'topology', 'change'], 'E38']
['1964', '[ib_sm_sweep.c:1455]:', 'no', 'topology', 'change', ['[ib_sm_sweep.c:1455]:', 'no', 'topology', 'change'], 'E38']
['1990', '[ib_sm_sweep.c:1455]:', 'no', 'topology', 'change', ['[ib_sm_sweep.c:1455]:', 'no', 'topology', 'change'], 'E38']
['73', 'local', 'disconnected:', 'connection', 'closed.', ['local', 'disconnected:', 'connection', 'closed.'], 'E39']
['1380', 'local', 'disconnected:', 'connection', 'closed.', ['local', 'disconnected:', 'connection', 'closed.'], 'E39']
['1842', 'local', 'disconnected:', 'connection', 'closed.', ['local', 'disconnected:', 'connection', 'closed.'], 'E39']
['74', 'connection', 'lost:', "'connection", "closed.'", ['connection', 'lost:', "'connection", "closed.'"], 'E40']
['1381', 'connection', 'lost:', "'connection", "closed.'", ['connection', 'lost:', "'connection", "closed.'"], 'E40']
['1843', 'connection', 'lost:', "'connection", "closed.'", ['connection', 'lost:', "'connection", "closed.'"], 'E40']
['459', 'time', 'reset', '+0.182379', 's', ['time', 'reset', '+0.182379', 's'], 'E41']
['1182', '(supports', 's0', 's4', 's5)', ['(supports', 's0', 's4', 's5)'], 'E42']
['1189', 'ioapic', '(id[0x08]', 'address[0xfec00000]', 'gsi_base[0])', ['ioapic', ' <*>', ' <*>', ' <*>'], 'E43']
['1190', 'ioapic', '(id[0x09]', 'address[0xfec80000]', 'gsi_base[32])', ['ioapic', ' <*>', ' <*>', ' <*>'], 'E43']
['1191', 'ioapic', '(id[0x0a]', 'address[0xfec83000]', 'gsi_base[64])', ['ioapic', ' <*>', ' <*>', ' <*>'], 'E43']
['1192', 'irq0', 'used', 'by', 'override.', [' <*>', 'used', 'by', 'override.'], 'E44']
['1193', 'irq2', 'used', 'by', 'override.', [' <*>', 'used', 'by', 'override.'], 'E44']
['1194', 'irq9', 'used', 'by', 'override.', [' <*>', 'used', 'by', 'override.'], 'E44']
['1196', 'lapic', '(acpi_id[0x01]', 'lapic_id[0x00]', 'enabled)', ['lapic', ' <*>', ' <*>', 'enabled)'], 'E45']
['1197', 'lapic', '(acpi_id[0x02]', 'lapic_id[0x06]', 'enabled)', ['lapic', ' <*>', ' <*>', 'enabled)'], 'E45']
['1198', 'lapic', '(acpi_id[0x03]', 'lapic_id[0x01]', 'enabled)', ['lapic', ' <*>', ' <*>', 'enabled)'], 'E45']
['1199', 'lapic', '(acpi_id[0x04]', 'lapic_id[0x07]', 'enabled)', ['lapic', ' <*>', ' <*>', 'enabled)'], 'E45']
['1204', 'local', 'apic', 'address', '0xfee00000', ['local', 'apic', 'address', '0xfee00000'], 'E46']
['1237', 'power', 'button', '(ff)', '[pwrf]', ['power', 'button', '(ff)', '[pwrf]'], 'E47']
['1238', 'processor', '[cpu0]', '(supports', 'c1)', ['processor', ' <*>', '(supports', 'c1)'], 'E48']
['1239', 'processor', '[cpu1]', '(supports', 'c1)', ['processor', ' <*>', '(supports', 'c1)'], 'E48']
['1240', 'processor', '[cpu2]', '(supports', 'c1)', ['processor', ' <*>', '(supports', 'c1)'], 'E48']
['1241', 'processor', '[cpu3]', '(supports', 'c1)', ['processor', ' <*>', '(supports', 'c1)'], 'E48']
['1253', 'physical', 'processor', 'id:', '0', ['physical', 'processor', 'id:', ' <*>'], 'E49']
['1254', 'physical', 'processor', 'id:', '0', ['physical', 'processor', 'id:', ' <*>'], 'E49']
['1255', 'physical', 'processor', 'id:', '0', ['physical', 'processor', 'id:', ' <*>'], 'E49']
['1256', 'physical', 'processor', 'id:', '3', ['physical', 'processor', 'id:', ' <*>'], 'E49']
['1257', 'physical', 'processor', 'id:', '3', ['physical', 'processor', 'id:', ' <*>'], 'E49']
['1274', 'registered', 'protocol', 'family', '1', ['registered', 'protocol', 'family', ' <*>'], 'E50']
['1275', 'registered', 'protocol', 'family', '16', ['registered', 'protocol', 'family', ' <*>'], 'E50']
['1276', 'registered', 'protocol', 'family', '17', ['registered', 'protocol', 'family', ' <*>'], 'E50']
['1277', 'registered', 'protocol', 'family', '2', ['registered', 'protocol', 'family', ' <*>'], 'E50']
['1461', 'registered', 'protocol', 'family', '10', ['registered', 'protocol', 'family', ' <*>'], 'E50']
['1280', 'transparent', 'bridge', '-', '0000:00:1e.0', ['transparent', 'bridge', '-', '0000:00:1e.0'], 'E51']
['1282', 'using', 'mmconfig', 'at', 'e0000000', ['using', 'mmconfig', 'at', 'e0000000'], 'E52']
['1283', 'using', 'configuration', 'type', '1', ['using', 'configuration', 'type', '1'], 'E53']
['1288', 'starting', 'in', 'permissive', 'mode', ['starting', 'in', 'permissive', 'mode'], 'E54']
['1294', 'mounted', 'root', '(ext2', 'filesystem).', ['mounted', 'root', '(ext2', 'filesystem).'], 'E55']
['1298', 'initializing', 'netlink', 'socket', '(disabled)', ['initializing', 'netlink', 'socket', '(disabled)'], 'E56']
['1300', '4.1.0-ioctl', '(2003-12-10)', 'initialised:', '#36#@#37#', ['4.1.0-ioctl', '(2003-12-10)', 'initialised:', '#36#@#37#'], 'E57']
['1301', 'allocating', 'divert_blk', 'for', 'eth0', ['allocating', 'divert_blk', 'for', ' <*>'], 'E58']
['1302', 'allocating', 'divert_blk', 'for', 'eth1', ['allocating', 'divert_blk', 'for', ' <*>'], 'E58']
['1304', 'v2.0:usb', 'hid', 'core', 'driver', ['v2.0:usb', 'hid', 'core', 'driver'], 'E59']
['1308', 'no', 'floppy', 'controllers', 'found', ['no', 'floppy', 'controllers', 'found'], 'E60']
['1322', 'installing', 'public', 'key', 'data', ['installing', 'public', 'key', 'data'], 'E61']
['1332', 'fw', 'version:[516a]', 'bios', 'version:[h418]', ['fw', 'version:[516a]', 'bios', 'version:[h418]'], 'E62']
['1340', 'lsi', 'logic', 'megaraid', 'driver', ['lsi', 'logic', 'megaraid', 'driver'], 'E63']
['1345', 'sda1', 'sda2', 'sda3', 'sda4', ['sda1', 'sda2', 'sda3', 'sda4'], 'E64']
['1346', 'registering', 'secondary', 'module', 'capability', ['registering', 'secondary', 'module', 'capability'], 'E65']
['1350', 'syslog-ng', 'version', '1.6.7', 'starting', ['syslog-ng', 'version', '1.6.7', 'starting'], 'E66']
['1351', 'detected', '3591.360', 'mhz', 'processor.', ['detected', '3591.360', 'mhz', 'processor.'], 'E67']
['1353', 'using', 'hpet', 'based', 'timekeeping.', ['using', 'hpet', 'based', 'timekeeping.'], 'E68']
['1354', 'creating', 'topspin', '/dev', 'entries:', ['creating', 'topspin', '/dev', 'entries:'], 'E69']
['1355', 'registered', 'new', 'driver', 'hiddev', ['registered', 'new', 'driver', ' <*>'], 'E70']
['1356', 'registered', 'new', 'driver', 'hub', ['registered', 'new', 'driver', ' <*>'], 'E70']
['1357', 'registered', 'new', 'driver', 'usbfs', ['registered', 'new', 'driver', ' <*>'], 'E70']
['1358', 'registered', 'new', 'driver', 'usbhid', ['registered', 'new', 'driver', ' <*>'], 'E70']
['1382', 'mounting', 'nfs', 'filesystems:', 'succeeded', ['mounting', 'nfs', 'filesystems:', 'succeeded'], 'E71']
['1383', 'mounting', 'other', 'filesystems:', 'failed', ['mounting', 'other', 'filesystems:', 'failed'], 'E72']
['95', 'unable', 'to', 'qualify', 'my', 'own', 'domain', 'name', '<*>)', '--', 'using', 'short', 'name', ['unable', 'to', 'qualify', 'my', 'own', 'domain', 'name', '<*>)', '--', 'using', 'short', 'name'], 'E73']
['100', 'unable', 'to', 'qualify', 'my', 'own', 'domain', 'name', '<*>)', '--', 'using', 'short', 'name', ['unable', 'to', 'qualify', 'my', 'own', 'domain', 'name', '<*>)', '--', 'using', 'short', 'name'], 'E73']
['101', 'unable', 'to', 'qualify', 'my', 'own', 'domain', 'name', '<*>)', '--', 'using', 'short', 'name', ['unable', 'to', 'qualify', 'my', 'own', 'domain', 'name', '<*>)', '--', 'using', 'short', 'name'], 'E73']
['103', 'unable', 'to', 'qualify', 'my', 'own', 'domain', 'name', '<*>)', '--', 'using', 'short', 'name', ['unable', 'to', 'qualify', 'my', 'own', 'domain', 'name', '<*>)', '--', 'using', 'short', 'name'], 'E73']
['124', 'unable', 'to', 'qualify', 'my', 'own', 'domain', 'name', '<*>)', '--', 'using', 'short', 'name', ['unable', 'to', 'qualify', 'my', 'own', 'domain', 'name', '<*>)', '--', 'using', 'short', 'name'], 'E73']
['1571', 'unable', 'to', 'qualify', 'my', 'own', 'domain', 'name', '<*>)', '--', 'using', 'short', 'name', ['unable', 'to', 'qualify', 'my', 'own', 'domain', 'name', '<*>)', '--', 'using', 'short', 'name'], 'E73']
['1573', 'unable', 'to', 'qualify', 'my', 'own', 'domain', 'name', '<*>)', '--', 'using', 'short', 'name', ['unable', 'to', 'qualify', 'my', 'own', 'domain', 'name', '<*>)', '--', 'using', 'short', 'name'], 'E73']
['1574', 'unable', 'to', 'qualify', 'my', 'own', 'domain', 'name', '<*>)', '--', 'using', 'short', 'name', ['unable', 'to', 'qualify', 'my', 'own', 'domain', 'name', '<*>)', '--', 'using', 'short', 'name'], 'E73']
['1576', 'unable', 'to', 'qualify', 'my', 'own', 'domain', 'name', '<*>)', '--', 'using', 'short', 'name', ['unable', 'to', 'qualify', 'my', 'own', 'domain', 'name', '<*>)', '--', 'using', 'short', 'name'], 'E73']
